m-network-i(kb),m-network-o(kb),m-peak-memory(kb),s1-network-i(kb),s1-network-o(kb),s1-peak-memory(kb),s2-network-i(kb),s2-network-o(kb),s2-peak-memory(kb)
95200,39840,3489640,21450,49276,3359468,202832,94688,727418
97332,55778,3312408,19994,46388,3357516,19646,45202,726726
93044,40192,3308712,19898,46388,3362264,20030,46272,727651
91458,39576,3533504,20028,46386,3360064,19680,45204,724917
95176,39660,3661588,20140,48728,3369564,19884,46272,726870
109948,43066,3567208,21328,46780,3369540,21200,49616,725783
291034,91810,3523000,33422,53386,3374764,36712,54940,729858
96268,39696,3552896,292932,118814,3366128,293064,122702,727308
95068,39552,3691756,21244,50204,3379780,19968,46356,727168
95870,40032,3610788,19732,46436,3363808,20128,49738,726331
95992,40592,3313784,20416,49732,3375384,19672,45204,726273
97520,40704,3715588,19894,46388,3364804,20750,49992,727512
96004,39584,3495040,20254,49912,3376000,19726,46272,726500
264184,84518,3326064,20158,46812,3369144,20158,49796,727061
96122,39832,3334364,306320,125764,3368868,305924,122218,726138
96400,39512,3528800,19756,46748,3376456,23970,54138,726734
94936,39556,3529624,19994,49600,3371596,20918,46860,726381
94924,39176,3537944,19666,45452,3359928,20278,49616,726400
95188,39580,3538228,20514,49976,3368728,19706,45468,725240
96400,39844,3304440,20954,47288,3368400,20150,50012,726768
95992,39668,3637768,20254,49732,3364204,19726,46272,727227
109138,43514,3311892,174670,87644,3365400,20020,49616,726170
96256,39968,3495648,34820,53858,3371276,33040,50106,727290
106514,61898,3614368,24392,50754,3369776,37004,56418,729874
95464,40028,3332448,20716,50204,3357484,20168,45664,729058
95044,39704,3625548,19798,45368,3358376,20650,50120,727114
96124,40004,3551556,20290,49864,3373320,19894,46272,728865
96004,39788,3541528,19894,46568,3372780,20158,49616,730256
96004,40036,3286004,20258,50176,3360748,20126,46404,724904
107938,43034,3517544,19888,46388,3369880,20020,49616,726448
95596,39752,3420984,32812,52270,3372236,32764,50010,728339
96268,56366,3707560,19892,46388,3361020,20420,49616,724905
98422,42290,3674688,20954,50358,3366288,19852,46584,727380
103432,40504,3660028,19898,46520,3362912,20294,49616,727041
95188,39568,3527480,20180,49864,3356232,23488,51608,725060
95068,39940,3319908,20894,45908,3354504,20186,49796,725851
95320,40040,3555172,21380,50204,3406404,19648,45384,726882
108068,42902,3510432,19804,45450,3356416,20020,49796,725494
96320,39896,3472660,20390,50404,3373332,33768,49330,725866
91592,39188,3591228,19684,45320,3365220,19768,46452,729910
95066,55966,3733828,20154,49598,3375416,19674,45204,726654
95188,39700,3524064,19928,45992,3357460,20276,49880,725324
95200,40240,3516480,20690,49892,3364020,23834,49976,726472
96664,56250,3327292,20056,46256,3358192,20188,50012,725984
96004,40060,3578108,20030,49780,3358604,20030,46272,725092
382444,115692,3514780,19764,46256,3371544,20280,50096,726939
96004,39520,3516668,227972,104920,3362452,227792,101196,727810
96256,40076,3517604,19996,46388,3351536,20260,49748,728128
96134,40164,3648848,20124,49780,3401116,19980,46486,726758
96134,39724,3637728,19994,46518,3372944,19994,49616,726468
95870,39712,3633560,21570,50070,3362560,19922,46272,727050
95296,40008,3685596,21018,46220,3370172,20046,49796,726432
369362,112454,3586784,20270,49840,3358792,20658,45676,726370
108070,43178,3575012,215236,97194,3369496,215056,101462,726635
94936,40276,3571684,20264,50224,3376576,32522,48726,725904
94924,39616,3609712,19910,45320,3370580,20378,49856,725987
92780,39460,3534976,19982,46388,3355536,19982,46272,725716
92660,39380,3627104,20152,46700,3360200,19888,46584,725304
93308,39984,3569208,20004,46520,3376144,20004,46404,727084
93778,42948,3614036,23814,51246,3371408,19732,46272,726748
92226,39334,3701980,215208,98036,3364408,215028,98676,727104
104846,42730,3568484,19988,46568,3361168,19520,45204,725214
91724,39304,3684072,19652,45320,3368652,19604,46272,726383
92780,40084,3559976,20030,46388,3364152,19418,45384,727033
98238,56230,3684328,19674,45632,3365676,36148,46692,727358
91592,39344,3586864,19888,46256,3364484,19624,46272,726626
91962,39948,3542160,20160,46518,3363888,21280,46792,727335
91592,38984,3553020,21160,47396,3364480,19384,45516,726936
91460,39444,3591340,20064,45420,3361332,19896,46452,726741
92528,39436,3312924,19892,46388,3362752,19760,46434,726568
93056,39780,3567784,19890,46568,3361940,19890,46452,725372
91856,38968,3592248,19640,45584,3366624,19724,46452,725504
91722,39384,3527160,19998,46388,3388788,19386,45202,726628
91844,38944,3608172,19652,45716,3370624,20120,46824,726196
94804,39572,3527396,19882,46364,3366300,20194,48632,726023
87920,39008,3672112,32902,53074,3370060,32770,47352,726693
96244,40172,3536212,20284,46520,3371204,20284,49796,725622
95054,39928,3522544,20516,49972,3364848,19664,45514,729788
96004,39848,3533292,19912,46496,3362184,20320,49748,729065
96280,39850,3542304,20128,49600,3363572,19852,46488,725817
95308,39872,3659396,19990,46472,3372776,19906,48836,727644
183062,80135758,3350636,20198,48792,3366768,36580,52810,729634
108058,59404,3741336,19896,46388,3366828,20292,49616,726423
96256,39736,3597360,33290,53206,3364356,32762,50190,727448
96136,40324,3654200,19898,46304,3370060,20162,49616,726255
91592,39352,3582948,19544,45320,3363404,20948,47040,727648
91722,39436,3442736,20132,46388,3366236,19388,45334,727413
239438,78098,3648140,20108,46760,3374956,20132,50060,726178
96134,40628,3630752,228322,104654,3365460,228190,101640,727967
94802,39696,3327584,19410,45186,3363448,20274,49724,727711
95872,39656,3726196,20422,50044,3367908,19894,46452,726578
96400,39980,3595588,20056,46388,3368712,20056,49928,727640
95188,39796,3328244,20426,49996,3354008,19550,45204,726446
91712,39252,3682732,21426,47060,3368540,20118,46404,726453
364502,111986,3592676,19780,45500,3362536,19996,46452,727102
99560,44458,3293668,19904,45366,3365452,176698,88236,729699
95872,39972,3303848,20160,46388,3368204,20160,49748,726899
95056,39532,3503120,20246,49948,3350260,19634,45312,725614
95198,40232,3523896,21082,47286,3371892,20338,48680,726149
95200,39696,3576952,20262,50044,3363544,19650,45468,726966
92528,39248,3601180,19888,46520,3363800,19756,46272,727431
94936,39556,3515812,19670,45500,3373028,20150,49796,729532
95056,39596,3450132,20260,49912,3368924,19516,45384,726926
94936,39436,3687120,21080,46976,3379112,19676,48680,726108
293224,96674,3693340,23390,53140,3360160,19788,46452,725440
106314,43446,3583688,292962,118814,3370196,293226,118794,727515
91722,39644,3514260,20110,45346,3363988,19930,46272,727826
92660,40108,3572004,20030,46256,3369616,20030,46272,726016
94936,39700,3546800,20132,46456,3367516,20156,49796,727916
95320,40048,3418720,20552,50356,3372180,19676,45204,728532
109294,44200,3318348,20386,46544,3371748,20556,49748,726531
92792,39700,3513796,19628,46388,3356052,19676,45204,725461
92660,39456,3558208,19992,46568,3363428,19728,46272,726783
98194,42786,3636568,22566,49334,3361172,20064,48908,725894
94924,39596,3490412,20392,49732,3365756,19600,46272,726815
109138,43590,3658024,20178,46704,3363176,20322,49928,727245
94804,39444,3290436,33078,52138,3359212,32766,50106,725026
184626,92723286,3674224,19790,46568,3372084,33483160,87250,729476
92528,39316,3538980,20108,46472,3368924,19844,46356,726534
91880,39338,3670204,19734,46388,3365164,19642,45312,730290
91710,39576,3290260,20412,46746,3370780,21052,45544,730157
368074,111974,3568804,33190,53074,3368672,32446,48678,727619
94936,39564,3539448,20022,46388,3375656,19938,48680,727189
95068,39684,3487000,20256,49864,3364576,19512,45204,725086
91592,39324,3673416,19770,46568,3369656,19554,45876,730350
109270,43590,3538656,19992,46652,3364332,20256,49616,726909
120948,16436386,3705968,33292,53204,3361068,48818,48990,726187
94936,39564,3508956,20022,46388,3378924,19938,48860,727186
94804,39388,3714068,20048,48712,3367052,19868,46272,726378
95174,39726,3591888,19996,46550,3378832,19912,48842,726491
92900,40140,3574052,20020,46256,3365952,20008,46668,726121
287556,90558,3599960,32730,49728,3365780,19728,46272,727442
96012,40652,3594136,294088,119154,3374912,293324,123538,729657
96556,40026,3635476,20126,49864,3362716,21246,46612,727207
91724,39496,3659680,19790,46436,3367792,19706,45204,726432
109006,43402,3553400,20282,46580,3367236,20282,50060,730321
95068,39308,3611036,33160,53366,3362564,32548,48678,726430
95068,39780,3519596,19998,46388,3357748,20118,49904,726708
91724,39164,3538964,19672,45320,3400668,19756,46452,729790
96136,39724,3640948,20510,49948,3360464,19730,46404,726534
107804,43142,3660424,19762,46386,3365116,20026,49616,729625
96852,42032,3686220,20882,55726,3364440,19828,45204,726420
92646,39568,3554624,19734,46436,3376180,19866,46270,727122
91986,39124,3680676,20000,46880,3370380,19520,45826,726777
91460,39368,3304792,21146,45768,3371196,19858,46272,727649
108070,43038,3658304,19938,45320,3365864,19890,49796,727286
95870,39908,3589224,33190,52138,3367020,34010,49952,726121
92648,39564,3599984,20388,46700,3368584,19860,46272,726936
95200,56086,3687196,19992,46388,3362560,19908,48548,726069
94934,39700,3615972,20528,49862,3361692,19520,45204,727101
108058,43318,3311064,20094,46584,3369728,19814,48548,730238
95584,39856,3649552,20288,50044,3354800,19544,45600,725790
112184,4349490,3330036,20346,49186,3377296,36872,52810,730202
95200,39568,3527872,19892,46880,3378492,19544,48416,726771
95068,39780,3558200,20130,49780,3371656,19518,45564,727239
109534,43842,3318064,215082,98414,3405176,215478,101594,726484
94936,39380,3569716,20128,49864,3373816,32518,48858,727238
91580,39572,3567048,19894,46436,3370896,19810,45564,729270
95066,39820,3543140,19928,46386,3363684,19712,48548,726587
95188,40476,3532676,20454,49732,3362088,19446,45204,727204
109546,43848,3532364,20284,46520,3366812,20378,49904,727225
93086,39612,3535184,19896,46880,3369880,19632,46270,726445
92792,39780,3295368,20414,46960,3364208,19890,46584,726367
95320,39960,3495072,20082,45584,3362296,20166,49616,726391
290098,90950,3534720,20254,49864,3372812,19510,45384,726914
92122,39512,3532624,292906,118418,3368132,292954,118338,727469
94938,39880,3542628,20024,46522,3365320,19676,48548,726522
96258,40048,3611448,20288,49998,3363388,20024,46272,727561
95070,39832,3515832,19784,45454,3359200,20132,49796,725316
95070,39568,3338888,20204,48826,3369460,19760,46272,727270
104992,42882,3513660,19836,45586,3395212,19920,46584,724756
94936,39876,3525188,19890,46390,3373896,19806,48546,726161
94938,39820,3301184,20414,49914,3405552,19538,45204,726995
94806,39368,3690796,21046,47026,3371956,19774,48728,726810
368098,112090,3633148,20390,50044,3375680,19514,45204,726957
110052,110598,3678472,214606,96640,3367176,215350,101114,726216
93058,39964,3317476,20156,46390,3369748,20024,46716,726037
95202,39880,3654496,20024,49734,3373148,19544,45204,726798
96006,39776,3586036,21304,47350,3361312,19864,49796,726497
95058,39780,3545716,20418,49734,3375368,19542,45384,727534
107808,43106,3661020,19642,45502,3374268,20386,49616,727822
92794,39244,3507680,19670,45634,3374696,19754,46584,729714
94940,39708,3506652,20160,49734,3370784,19548,45206,726681
96260,40288,3626984,20024,46390,3356700,20288,49618,725356
291290,91458,3528468,19812,48666,3356780,19896,46274,726159
104728,42638,3650728,293086,118586,3376132,293038,122572,727256
91412,39572,3313708,19942,45320,3372088,19894,46274,727096
99822,45130,3512416,24808,53992,3374644,20006,46826,727540
94938,39704,3647604,21214,47290,3369920,19810,48548,727762
95192,39848,3596228,20056,49602,3373744,19576,45338,726788
92796,39724,3477604,19862,46390,3372856,19862,46586,726732
94806,39360,3720144,20052,46702,3372364,19956,48656,726578
94940,39768,3322052,20106,48894,3376656,19926,46454,729663
94808,39300,3574776,20922,46846,3360256,19650,48550,725983
262856,84454,3309352,20042,48534,3368692,20114,46562,726942
107806,43050,3594116,214998,98266,3365352,215190,101642,728135
95260,41596,3536884,24112,51864,3362668,19682,45470,726690
95060,40148,3570528,20098,48534,3370600,19918,46274,727216
96008,56030,3342736,19856,46258,3360316,19988,49618,726057
96140,40040,3510360,20548,49866,3364452,19888,46406,725578
109394,43462,3697944,19862,46570,3374148,19994,49750,727491
96008,39784,3464296,33026,53076,3369872,32894,49928,727488
92664,39836,3318892,20158,46390,3369712,19546,45386,730507
94940,39248,3527548,19864,46702,3401872,19516,45206,727092
95192,39720,3544396,20188,49798,3362060,19776,45338,726674
107810,42578,3503424,292768,118684,3363420,292936,120952,726373
95072,39232,3561156,32906,52140,3363456,32594,50012,727731
91584,39180,3586120,19896,46570,3366460,19632,46274,726658
100946,56090,3639320,20114,46474,3361836,19778,48550,727158
94808,39616,3549424,20420,49866,3358028,19796,45314,727095
108194,42726,3620084,19890,46834,3362720,19806,48730,726573
95876,39540,3563200,33168,53520,3362668,32892,49856,727276
91860,39308,3510544,19678,45322,3365676,19762,46406,726988
98302,55884,3704628,20848,46126,3360436,36026,46538,726892
364874,112370,3614416,19782,45188,3366348,19734,46454,726102
95874,40096,3495320,19808,48712,3362488,20024,46274,727298
94938,39880,3597472,19904,45610,3364400,20120,49724,726403
94926,39384,3486272,19806,48506,3374240,19758,46272,726297
94808,39636,3477292,20964,45958,3369724,20256,49798,725300
91716,39072,3332272,19650,45454,3371364,19854,46382,727757
96392,39652,3581116,20144,49734,3356452,19880,46274,724447
95468,40016,3558892,20026,46654,3364824,20074,48814,726402
78920,38598,3538996,17040,32358,3184780,20014,46634,726992
96260,39760,3523256,20816,46978,3364240,20384,50098,725837
223970,74004,3676756,20128,49734,3374160,19516,45206,727238
91596,39436,3492968,293198,118684,3371296,292586,117632,726417
101610,65428,3684088,19816,45634,3363984,36434,50146,727158
95376,40132,3744116,20130,49914,3375132,19770,45290,726258
96140,40228,3652380,21212,46978,3365912,20276,49882,727420
91584,39120,3573204,19870,45698,3363664,19626,46454,725288
97738,39136,3579604,20114,49950,3362800,19406,48052,726712
94928,39544,3471992,19544,45190,3373252,20024,49618,726025
95324,39912,3537932,20178,49062,3372228,23242,48210,727150
91464,39172,3683648,21080,47026,3366908,19664,45470,726841
364626,111794,3316552,19642,45370,3363372,19846,46382,726734
94940,40252,3651316,20102,48666,3362508,19922,46274,725909
94940,39504,3636304,19776,45454,3371120,20124,49798,727550
95072,39428,3514204,20020,49782,3368496,19672,45338,726942
94940,40020,3482796,21216,47182,3370536,20064,48634,727288
95204,40136,3304244,20416,49734,3370592,19672,45566,727259
92796,39264,3643344,19896,46726,3373236,19632,46586,730132
92796,39856,3716748,20126,46390,3373532,19730,46274,726798
96294,56608,3343632,20458,49866,3376020,19930,46272,726687
95072,39636,3725708,19710,45502,3360580,20178,49834,727944
290352,91302,3582592,20172,48796,3374036,19992,46670,726794
107810,43026,3476776,292818,117796,3363268,293298,122176,725338
92784,39804,3605460,19902,46494,3372304,19638,46274,726611
92216,39604,3485416,19716,46606,3359356,19512,45386,729884
94806,39764,3487156,20308,46474,3365752,20104,48680,726104
95060,40156,3499728,21570,50386,3374176,19706,45206,727040
108578,43174,3466712,19880,46654,3371668,20048,49150,726921
95072,39560,3539596,20260,49866,3369804,21878,46074,727108
95904,40486,3314968,19894,46702,3368752,23168,52704,727330
94940,39892,3680332,19790,46258,3393956,19970,48550,725250
96258,39860,3668572,20020,49914,3406020,19888,46404,726964
107942,42910,3631952,214922,98236,3375568,214706,100708,731024
96272,39780,3493712,33024,53076,3380788,32628,49616,726980
92782,39868,3307984,20420,46700,3380824,19892,46274,727478
92662,39448,3527328,19790,46256,3372492,19910,46538,727405
91596,39308,3683956,19894,46702,3377580,19894,46274,727260
107082,42898,3442664,19862,46730,3373708,19778,48548,727336
368100,112238,3530632,33160,53206,3369264,32668,48944,727034
95072,39572,3485436,19762,46390,3365240,34786,54804,728948
91726,39636,3615064,20520,49866,3368444,19896,45312,728110
91584,39228,3527300,20016,46390,3363256,20016,46274,727506
95072,39768,3459820,19992,46618,3376812,20028,48634,727965
95876,39988,3545336,33644,53184,3368352,32864,49748,728264
91716,39332,3667372,19772,45610,3366400,19852,46538,727928
92650,39524,3535456,20134,46496,3369712,20398,46490,727934
95060,39520,3617756,20204,48930,3369280,19892,46454,726539
108324,43474,3300880,20024,45784,3404076,20396,49618,727178
108056,762760,3362404,33718,52248,3369680,49284,55862,728399
94808,39748,3593268,19892,46390,3356512,20204,48910,725652
91728,39696,3471936,19518,45682,3367920,19998,46634,727357
95060,39728,3469920,20194,49866,3362084,19846,45518,728134
108074,43298,3554004,215026,97888,3374216,214942,100264,726360
91716,40024,3599352,20078,45454,3365100,19898,46406,726638
95312,39648,3512836,20058,48798,3364776,20010,46454,727507
94808,39304,3648784,20012,46474,3373440,20540,49034,730353
95996,39608,3544744,20158,49914,3367964,19762,46274,726518
108458,43530,3665564,19812,45586,3360372,20028,49978,725614
369646,112556,3519096,33512,53422,3364736,32874,48836,728851
96512,40264,3550780,20024,46522,3373260,20324,48790,727101
95072,39744,3692948,20286,49866,3400356,19674,45566,726959
93048,39520,3510516,19772,45502,3376420,19724,46718,728555
93852,40184,3621524,19864,46390,3362824,19732,46142,730436
92794,39580,3583592,33032,50154,3374848,32768,49748,727654
95444,40288,3492604,19676,45322,3373692,20288,49618,726412
95072,39960,3739424,20706,48990,3370900,20414,46978,727940
91596,39220,3570032,19700,45502,3365300,19784,46274,728471
92784,39784,3538392,20156,46702,3376008,19892,46406,728819
290102,91146,3621612,33072,52272,3369520,33012,50012,727871
96140,40160,3538756,45780,53058,3382140,241194,108024,727448
94808,39304,3317752,19940,48666,3366500,19892,46274,725860
95180,40280,3483376,19644,45190,3374928,20388,49978,727904
93046,55974,3762804,19756,45702,3373328,19864,46272,731472
91716,39488,3501524,19864,46570,3365584,19780,45338,727196
92916,39712,3533884,20054,46390,3367688,19910,46514,727063
92916,39580,3529584,19832,46522,3364996,19844,46274,729596
99556,44468,3315260,23558,51794,3377460,20116,48878,727147
94940,39916,3592532,20396,49914,3374132,23358,49888,727687
96404,39776,3522928,19756,46654,3375560,21244,49354,726284
95708,40042,3647552,47952,57614,3367568,20320,45494,728222
108204,42710,3457192,19510,45452,3375956,19990,49618,726814
91596,39232,3663148,19508,45370,3369300,20844,46614,727433
95070,39572,3310580,20062,48642,3371320,19894,47076,726841
96752,40552,3672136,19864,46570,3372172,21316,50206,726683
96126,40136,3329972,20158,49734,3360628,19894,46272,726011
382182,116472,3526480,19896,46388,3372168,20160,49618,726679
92796,39776,3545640,20152,46654,3400716,20020,46274,726710
91728,39488,3663116,20050,46390,3369592,19438,45206,728332
91462,39676,3497804,19838,45370,3351792,19790,46272,725892
92664,40160,3631960,20320,46702,3371468,20056,46274,727944
92926,39540,3683384,19902,46570,3370476,19770,46272,728718
91596,39704,3340360,21346,47290,3381368,19942,45338,727468
364888,111646,3542272,19676,45454,3376040,19892,46272,726520
92532,39192,3682480,162602,83796,3375292,214626,98036,727434
91728,39304,3443096,20156,46834,3366076,19892,46274,727360
94940,40088,3301620,20110,48666,3375308,20062,46274,727772
96140,39704,3467032,19654,46522,3371760,24808,54172,727801
95324,39860,3558884,20450,49866,3373332,19574,45470,727028
108878,42990,3624212,19890,46438,3365776,20142,49702,727239
252074,81348,3285600,33474,52008,3372540,32898,50108,727098
95996,39672,3297432,19992,46390,3366552,19992,49798,727118
94810,39700,3655156,20420,49784,3376444,19544,45206,726817
91982,39572,3577276,19546,45456,3361008,19630,46634,727562
94116,40104,3764204,20022,46654,3357440,19758,46274,726152
92930,39456,3529460,19860,46704,3382208,19980,46382,728189
92654,40012,3489416,20048,46392,3375924,19784,46274,726479
117844,46436,3557960,20022,46572,3368152,23474,48398,727416
91718,39448,3532520,19574,45504,3365104,19922,46274,726661
285696,189348932,3362256,19994,46392,3369276,150285088,197868,729713
92124,39688,3466980,19514,45766,3364116,19994,46274,726049
95072,39700,3312732,20072,48668,3374616,20024,46536,727158
107930,42802,3615988,19994,46704,3378320,19910,48680,727198
94810,40100,3655840,33238,52190,3372732,32926,49748,727182
276690,87476,3431744,19998,46392,3371308,20046,48730,726952
96394,40180,3653452,20408,50076,3374812,20012,46274,727377
95482,40122,3598668,20044,46812,3368564,20282,49906,730050
114812,10262666,3600064,20260,49736,3366344,39288,57992,729114
96142,39980,3607868,20962,45912,3372872,20122,49798,727308
95998,39748,3614724,20162,49736,3370036,19898,46274,729768
110730,42962,3489668,19864,46392,3368184,19936,51576,726478
134080,49718,3546724,33926,52350,3375652,32626,50060,727511
95062,39332,3564116,19864,46524,3364124,19780,48550,727343
94810,39832,3522512,20048,48536,3368368,21252,46974,727236
95194,39924,3561908,20160,46392,3364424,19896,49618,727003
92654,40024,3611472,20144,46656,3377552,19676,45206,730140
92930,40056,3311128,20292,46524,3368168,20028,46454,727069
92798,39828,3721048,19890,46704,3373508,19890,46274,725859
143842,52396,3652796,20014,46836,3374972,19534,45338,727148
91838,39652,3679856,19694,45192,3374804,20042,46274,726799
92786,39736,3590940,20252,46788,3365036,19868,46274,725518
91994,39300,3521468,20154,46920,3374552,19746,46358,726937
94942,39488,3566056,19966,48980,3380548,20050,46538,727525
109264,43898,3482992,19924,46440,3368164,20188,49618,728072
95338,39628,3591092,33584,53370,3371364,32576,49124,727938
94942,39520,3292084,19784,45636,3373664,20132,49618,727764
95206,40080,3567168,20454,50048,3374544,19710,45206,727287
96450,42246,3700836,22362,47910,3374344,20160,49976,726548
95336,40028,3784700,20836,50322,3366184,21452,47490,727956
94808,39172,3633056,19664,45274,3363992,20024,49618,726890
96262,40148,3556240,20428,49604,3373104,19900,46586,727088
108062,43070,3505528,20128,46522,3358464,19780,48730,726300
96274,39608,3681736,33136,53210,3373240,32740,49748,726902
140960,39216570,3723472,19894,46392,3379104,18978028,79504,729966
94810,39598,3476728,20612,50064,3365912,19624,46454,728758
96382,39556,3675116,19988,46656,3362792,19988,49618,725640
93854,39916,3528172,19862,46260,3365488,19514,45206,726780
91862,39352,3549840,19892,46704,3379536,19676,45206,727450
91850,39260,3688888,23724,51562,3376204,19858,46274,730295
91596,39532,3516720,19916,46522,3377236,19820,45494,726476
92664,39640,3508096,19994,46570,3364552,19862,46274,724928
95458,39780,3404956,20334,48932,3374180,19890,46538,725609
95074,39756,3538352,19764,46392,3372376,19944,48892,725513
96274,39840,3639376,20160,51116,3378932,19764,46274,725902
117152,54816,3311200,22414,45456,3381660,20428,49798,729547
95074,39236,3485588,33112,53530,3364016,32860,49748,724826
94942,39880,3508468,19676,45372,3369416,21248,50418,726508
101884,56182,3681708,20086,49800,3373664,19890,46274,726450
105044,51776,3313180,20072,45664,3359588,189327572,242398,727008
99512,60332,3645680,24016,56012,3362152,20006,46382,726377
94810,39312,3604276,21084,46848,3366220,20748,50218,726648
96008,40104,3574240,20448,49916,3376316,19920,46272,726334
110068,43318,3494980,19892,46392,3372720,20024,49618,726904
237946,76264,3516736,33202,52272,3379752,32758,49928,725714
95206,39512,3500180,19864,46524,3399228,21120,49646,724756
95336,39768,3493032,20256,49734,3372208,19764,45446,726111
95060,39580,3579680,19802,45192,3368140,20282,49928,725794
96010,39600,3563516,20262,49916,3370024,19866,46274,726804
96274,56122,3700400,19926,46392,3360496,20322,49618,724813
95074,55578,3757112,19942,48800,3370564,19894,46454,726320
382054,115392,3296444,20276,47180,3366284,20028,49618,726718
97608,55422,3706532,34138,56224,3374952,227538,100114,726368
95326,40296,3480384,20358,45564,3369600,20046,49702,725878
92534,39256,3284528,20012,46628,3375080,19880,46358,726828
91598,38980,3642780,19514,45192,3362080,19598,46586,725694
98820,56758,3661828,20056,46260,3375340,36062,46406,727792
92822,39734,3538424,21144,47184,3366232,19730,46274,725767
364772,111654,3305080,19788,46440,3372588,19788,46718,726221
91598,39304,3532748,214766,97842,3377696,214898,98300,726855
91718,39796,3690932,19778,45636,3363020,19994,46406,726657
92664,39588,3496812,19980,46654,3367256,19980,46538,725834
91754,39702,3533544,19672,45324,3364408,20114,46610,728287
91716,39340,3599820,20132,46704,3377188,19652,45204,727069
94238,40108,3538260,20012,46704,3411852,20252,46770,725607
369992,111418,3623056,33704,49602,3379796,34892,50562,726522
95350,55832,3557604,215188,98106,3370896,214972,100396,726784
92786,39760,3668656,20156,46524,3355060,20252,46754,724438
175500,78721490,3646020,20014,46572,3374076,477160,54948,729087
92930,39348,3506980,19860,46656,3369612,19656,45470,728399
94810,39644,3488692,19864,46392,3370544,20032,48838,725578
94930,40276,3304792,21216,48876,3362148,20312,46406,725444
362850,126164,3332788,20740,46630,3378648,36532,55624,726932
95878,40120,3576748,228554,104660,3363708,227894,101510,725614
95062,39392,3678964,19810,45504,3369472,21102,50794,725582
95458,39748,3651200,20258,49868,3365244,19646,45366,723668
95074,55894,3537952,19572,45192,3364656,20184,49798,724584
95206,40004,3307948,20284,50312,3376764,19672,45338,725802
93636,55974,3690300,19810,45324,3373856,36692,56094,725623
97858,39364,3511900,20528,49866,3382632,19544,48136,726488
109420,44304,3576916,187754,89658,3364708,20054,49618,725058
95194,39700,3320148,33938,53690,3366528,33986,49580,724970
95314,40020,3749508,19386,45192,3379776,20250,49870,726771
94810,39576,3303392,20160,49604,3368556,19800,45422,725686
95074,39964,3689856,19928,45432,3353452,20684,49966,729492
95326,39824,3534392,21296,49272,3370740,19732,46766,725935
95062,40256,3663992,19894,46440,3376640,20206,48550,726702
96142,40232,3636820,20698,50024,3361364,21170,46926,725847
109130,43858,3514308,20126,46392,3369416,20258,49976,726965
94942,39816,3557212,20256,49868,3361084,32778,48548,724777
91848,39636,3514816,19830,45502,3397568,19914,46274,726222
92930,39528,3502360,19764,46656,3366120,23206,51568,726931
91716,39196,3565808,19862,46572,3361528,19646,45336,725297
96196,43682,3542920,24004,49870,3382268,20138,46538,726752
93114,55774,3630120,21184,47292,3375732,24006,50674,726204
91586,39320,3527488,19576,45504,3348436,19924,46274,724240
95878,39468,3693964,20130,49736,3371704,19602,46454,727128
95072,39740,3638588,19888,46438,3360856,19804,48814,725187
95060,39784,3301960,19940,48666,3373940,19892,46274,725923
94942,40084,3524420,20042,45456,3372856,20258,49618,726281
102492,40492,3519652,20420,49736,3373156,19544,45338,726698
110330,43638,3633096,214950,97840,3373836,188076,94276,725985
95878,40408,3546896,33422,53078,3365488,34214,50336,724938
95062,39580,3511480,19766,46440,3371300,19922,48750,725791
94942,39504,3547816,19860,49916,3367680,19776,45566,724488
91662,39500,3634364,19544,45192,3400344,19628,46274,726132
92666,39064,3662760,19982,46476,3371780,19730,46274,724612
364954,112638,3494712,19894,46258,3368736,20854,46058,725414
91730,39484,3488600,214574,97374,3386144,214922,97904,726250
92534,39384,3683964,20154,46704,3372724,19890,46274,726492
95074,39636,3501308,20124,46392,3380692,19908,48682,725964
94942,39656,3583028,20050,48848,3380868,20002,46766,727013
96010,40184,3533568,20158,46704,3376060,20290,49618,726198
95614,40342,3543424,20680,50024,3373652,20058,46538,726408
380854,115536,3309488,19764,45276,3376708,20376,49882,725590
96272,39460,3640096,229822,106986,3370712,227762,101642,726484
95552,40392,3627296,19866,46524,3367232,19914,48728,727096
94810,39544,3623544,19970,48716,3377872,19910,46358,726630
96206,40252,3571276,20160,46392,3364744,20424,49930,726275
91454,39172,3573664,20024,46392,3350328,19544,45206,725523
92730,39708,3584420,20860,46092,3368836,20020,46274,726741
366102,112214,3510676,20158,46570,3404248,19762,46718,726959
91598,39240,3490620,215010,98454,3374976,214674,97052,729517
92664,39516,3285692,19758,46390,3370188,19890,46274,726111
227220,131097266,3706860,19758,46572,3379148,96257812,148908,733039
93062,39792,3684208,20028,46656,3371736,19896,46406,726523
91754,39266,3529396,19986,46596,3368984,19676,45338,726669
94370,56542,3611800,20118,46636,3367164,19734,46274,726601
366782,111554,3497236,34234,50130,3368700,22288,46862,726999
96046,40532,3550852,215318,98550,3367868,214838,100528,725250
101348,56194,3698640,19768,48508,3380152,36518,52412,726801
92980,39808,3523600,19884,46368,3386188,19896,46716,726981
94942,39436,3527544,19940,48848,3373028,19760,46274,726832
94938,39824,3520412,20020,46258,3378560,19804,48548,726800
95074,40068,3641608,20208,48848,3367480,19764,46274,726442
133114,50096,3487992,20058,46392,3378620,20106,48550,726098
95090,40104,3605132,228064,103940,3383244,227764,101594,726896
96406,40096,3455284,20024,46440,3366556,20628,50926,727172
