workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
sort892,4086096,54751551,48545021,4691339389,14832894488,369.906,75.41%,500438511,3.37%,75.73%,979822657,24.435,75.73%,2605698215346595,276183283.652,75.62%,943467027,23.528,50.50%,2500378941654487,62355.000,50.66%,78622506564,0.00,63.24%,102128886756,2546.913,75.41%,88418,0.002,40077.443140,999.460,7826,0.195,0,0.000,148,0.004,500589,0.012,500880,0.012,40099.092959,3.213,12.478798983
sort893,4136788,54751551,48545021,4023076240,14390563700,385.458,75.65%,488324523,3.39%,75.88%,914675892,24.500,75.80%,1115064028272359,397.432,75.73%,280567224334816,7515131.259,50.16%,4757470404675570,127431.187,50.29%,75962708895,0.00,63.06%,94878816509,2541.376,75.27%,86275,0.002,37312.991100,999.447,6686,0.179,0,0.000,148,0.004,516487,0.014,516773,0.014,37333.642575,3.094,12.066646761
sort894,4051072,54751551,48545021,4347869298,14983879481,391.258,74.93%,503786244,3.36%,75.37%,935509345,24.428,75.79%,1669338915636837,604.444,75.88%,276177514338487,7211535.683,50.96%,3618908211501444,94496.780,50.56%,78520157024,0.00,62.84%,97584004634,2548.109,74.82%,87168,0.002,38275.464199,999.447,7552,0.197,0,0.000,148,0.004,518666,0.014,518993,0.014,38296.630079,3.150,12.156335975
sort895,4115200,54751551,48545021,4624600594,14440965983,398.280,75.55%,496054292,3.44%,75.21%,885685676,24.427,75.31%,1488017967501001,535.875,75.66%,277679975889612,7658373.747,50.68%,3837505229027667,105837.842,51.34%,76208962629,0.00,63.75%,92332470675,2546.516,75.64%,87858,0.002,36236.673087,999.402,6971,0.192,0,0.000,148,0.004,498172,0.014,498469,0.014,36258.347407,2.993,12.114271219
sort896,4149360,54751551,48545021,4651819014,15184490734,372.315,75.17%,502527009,3.31%,75.45%,998091892,24.473,75.75%,3173154764602806,313402076.443,75.40%,1012486835,24.826,50.61%,2210843656436762,54208.574,50.93%,78898869924,0.00,63.30%,104025138642,2550.635,75.56%,86347,0.002,40762.830801,999.480,7915,0.194,0,0.000,149,0.004,507679,0.012,507991,0.012,40784.021917,3.300,12.358424668
sort897,4129276,54751551,48545021,3993150420,14316893784,394.535,75.82%,490041002,3.42%,75.33%,888257722,24.478,75.10%,1683901937597843,174082076.738,75.22%,967303452,26.656,50.68%,3805545147022542,104870.478,51.78%,74471869259,0.00,64.25%,92448719961,2547.635,75.80%,85997,0.002,36266.851988,999.416,7016,0.193,0,0.000,149,0.004,528956,0.015,529221,0.015,36288.050149,3.062,11.849830288
sort898,4164104,54751551,48545021,4416660833,14361642840,392.828,75.70%,485350577,3.38%,75.61%,896177063,24.513,75.67%,1486292478818902,162370555.468,75.75%,915370693,25.038,50.38%,4157990125800559,113731.698,50.77%,75582064921,0.00,63.38%,92806673681,2538.501,75.49%,86464,0.002,36538.283378,999.416,7521,0.206,0,0.000,149,0.004,506189,0.014,506484,0.014,36559.641808,3.041,12.022947931
sort899,4096000,54751551,48545021,4035385705,14277176865,389.207,76.10%,484892044,3.40%,76.18%,899607348,24.524,75.70%,3178601205206555,564.114,75.27%,563467961605683,15360593.989,49.95%,1673333268096071,45616.423,50.47%,75696971446,0.00,63.42%,93176197248,2540.059,75.57%,87376,0.002,36661.048899,999.410,7295,0.199,0,0.000,148,0.004,505664,0.014,505976,0.014,36682.693521,3.034,12.089109229
sort900,4264480,54751551,48545021,4702548225,14880441703,404.639,75.25%,506766751,3.41%,75.31%,896034265,24.366,75.63%,2408610841818018,245981145.065,75.96%,979185149,26.627,50.95%,3060244804940508,83216.327,50.59%,78930135262,0.00,62.94%,93620107657,2545.784,74.71%,87346,0.002,36753.018259,999.414,6377,0.173,0,0.000,148,0.004,494074,0.013,494419,0.013,36774.571779,3.061,12.012184898
sort901,4206740,54751551,48545021,4796981158,14946769902,389.017,75.40%,496250421,3.32%,75.37%,940723497,24.484,75.45%,1858497517697947,177710205.835,75.73%,1045802355,27.219,50.47%,3882255494350028,101042.883,50.75%,78520043250,0.00,63.05%,97821926898,2545.997,75.38%,87051,0.002,38400.204290,999.436,7184,0.187,0,0.000,148,0.004,511339,0.013,511643,0.013,38421.859742,3.154,12.180322296
sort902,4168748,54751551,48545021,4637371095,14675563826,393.822,75.46%,494143960,3.37%,75.29%,912795001,24.495,75.44%,3732537987474012,673.267,75.41%,554391791554278,14877210.143,50.77%,546311805219815,14660.382,51.53%,76862557851,0.00,64.06%,94777328373,2543.368,76.12%,88015,0.002,37243.783815,999.444,6752,0.181,0,0.000,148,0.004,527063,0.014,527373,0.014,37264.499608,3.089,12.064267223
sort903,4172048,54751551,48545021,3985292307,14808918039,393.219,74.77%,495228878,3.34%,74.98%,920854856,24.451,75.46%,1481858630248963,540.583,75.98%,274122103203872,7278727.920,51.34%,4143677388045806,110026.517,50.95%,77445266856,0.00,63.11%,95899530559,2546.408,75.12%,86108,0.002,37638.964747,999.422,7357,0.195,0,0.000,150,0.004,496576,0.013,496869,0.013,37660.715747,3.052,12.337924870
sort904,4118140,54751551,48545021,3937627053,14817741135,383.316,75.59%,499100273,3.37%,74.86%,944868348,24.443,74.81%,2239526381329243,815.134,75.41%,274743393638460,7107264.225,51.23%,2718268812832252,70318.177,51.78%,76651465813,0.00,64.11%,98471122960,2547.323,75.96%,87746,0.002,38634.876872,999.435,7602,0.197,0,0.000,148,0.004,526651,0.014,526954,0.014,38656.701783,3.160,12.231274181
sort905,4121200,54751551,48545021,4708271623,14603380344,375.449,75.20%,490073900,3.36%,75.40%,953524323,24.515,75.39%,1857384356627388,203425394.065,75.77%,913054324,23.474,50.85%,3609582414551259,92801.464,50.69%,77159336697,0.00,63.05%,99139667359,2548.856,75.17%,87171,0.002,38874.327085,999.449,6522,0.168,0,0.000,149,0.004,510944,0.013,511232,0.013,38895.748634,3.225,12.059609771
sort906,3985588,54751551,48545021,4492155360,14390664341,374.920,76.26%,487181406,3.39%,75.61%,941861624,24.538,75.50%,1674166221002544,148.186,75.66%,1129774847616423,29434040.543,49.83%,3070467442758154,79994.933,50.42%,76538881858,0.00,63.29%,97715960564,2545.795,75.62%,87652,0.002,38361.845068,999.442,7029,0.183,0,0.000,148,0.004,438075,0.011,438407,0.011,38383.274154,3.248,11.818346464
sort907,3951104,54751551,48545021,4472824751,14829745519,394.743,75.60%,505539921,3.41%,75.66%,918111049,24.439,75.59%,2048533781108363,734.180,75.57%,279023547779201,7427136.178,50.44%,3326100956055179,88535.197,50.78%,78024145795,0.00,63.58%,95471618459,2541.293,75.83%,86474,0.002,37546.908326,999.435,6748,0.180,0,0.000,149,0.004,426177,0.011,426486,0.011,37568.120617,3.158,11.896674093
sort908,4213324,54751551,48545021,4546967729,14647171206,392.873,75.93%,497875555,3.40%,75.17%,912925572,24.487,75.14%,3167910986429166,378.547,75.52%,836861165076068,22446678.141,50.45%,828623379262610,22225.720,50.96%,76741679276,0.00,63.64%,95007285910,2548.329,75.84%,87422,0.002,37261.302190,999.440,6342,0.170,0,0.000,148,0.004,507567,0.014,507872,0.014,37282.183128,3.107,12.000392137
sort909,4166296,54751551,48545021,4501533994,14845935535,393.575,75.62%,503922678,3.39%,75.15%,924271526,24.503,75.10%,2061767839984490,248.496,75.09%,829700152508581,21995859.697,50.89%,2449123776566706,64927.773,51.72%,77558492366,0.00,64.11%,96061215810,2546.642,76.14%,87184,0.002,37698.960686,999.423,7216,0.191,0,0.000,147,0.004,489014,0.013,489296,0.013,37720.742173,3.080,12.248045265
sort910,4171316,54751551,48545021,4240371289,14766897036,373.022,75.19%,495738969,3.36%,75.31%,969975104,24.502,75.49%,1303280076412237,470.564,75.59%,276961242614624,6996238.540,50.82%,4152688227348506,104899.867,50.84%,77302062955,0.00,63.58%,100622937197,2541.807,75.53%,88171,0.002,39565.442239,999.451,7802,0.197,0,0.000,148,0.004,500466,0.013,500763,0.013,39587.164020,3.185,12.430806570
sort911,4052304,54751551,48545021,4056706331,14676026305,382.839,75.75%,490707017,3.34%,75.61%,937322760,24.451,75.73%,1865404890124545,664.498,75.45%,280723947741589,7322974.551,50.13%,3601126214014944,93939.102,50.81%,77140256351,0.00,63.52%,97467221565,2542.533,75.62%,88112,0.002,38313.526764,999.448,7081,0.185,0,0.000,147,0.004,496308,0.013,496594,0.013,38334.688421,3.121,12.283667725
sort912,4168840,54751551,48545021,4602897315,14624797105,388.095,75.47%,499481656,3.42%,75.55%,920995158,24.440,75.75%,1854945018955273,206659432.624,75.87%,897585460,23.819,50.34%,3884320780146860,103077.401,50.73%,77458978341,0.00,63.01%,95672791085,2538.849,75.34%,87306,0.002,37662.434561,999.440,6417,0.170,0,0.000,148,0.004,510549,0.014,510880,0.014,37683.534363,3.188,11.819909529
sort913,4119700,54751551,48545021,4086131449,14670908664,387.749,75.00%,485488138,3.31%,75.07%,922938109,24.393,76.00%,1108859770789106,115900181.828,76.15%,956736869,25.286,50.65%,4729723398507282,125005.570,50.59%,77336102217,0.00,63.02%,96385622813,2547.451,75.16%,86758,0.002,37813.814362,999.411,7542,0.199,0,0.000,148,0.004,465889,0.012,466196,0.012,37836.101130,3.161,11.969940541
sort914,4203580,54751551,48545021,4295339762,14710586028,412.537,75.09%,500381332,3.40%,75.47%,873247483,24.489,75.75%,2031941642141853,206785691.513,76.19%,982631645,27.556,50.95%,3344956129166289,93804.461,50.49%,77825527346,0.00,62.73%,90748066095,2544.898,74.80%,87306,0.002,35638.316189,999.425,6484,0.182,0,0.000,148,0.004,494076,0.014,494365,0.014,35658.817086,3.059,11.658738164
sort915,4234432,54751551,48545021,4825605719,14880294380,393.070,75.60%,505044111,3.39%,75.66%,925316694,24.443,75.89%,1484654541832732,153711429.123,75.84%,965871276,25.514,50.45%,4173730119361715,110250.961,50.58%,78756677225,0.00,63.36%,96132704523,2539.389,75.38%,87527,0.002,37835.189072,999.434,7096,0.187,0,0.000,148,0.004,506486,0.013,506773,0.013,37856.632629,3.140,12.054735849
sort916,4110432,54751551,48545021,4883455420,14827454111,390.978,75.47%,501983028,3.39%,75.27%,928075320,24.472,75.21%,1297384284026254,234.785,75.93%,552582839166964,14570792.078,50.94%,3608937204734071,95162.336,50.70%,78092484178,0.00,63.58%,96363033199,2540.951,75.60%,87961,0.002,37902.421821,999.431,7371,0.194,0,0.000,148,0.004,516931,0.014,517238,0.014,37924.008262,3.127,12.128981821
sort917,4156568,54751551,48545021,4832546414,14664369895,378.990,75.49%,500640075,3.41%,75.14%,944769744,24.417,74.99%,2237344349866271,202.893,75.48%,1102723205645365,28499053.158,51.05%,1918310313789141,49577.290,51.36%,77303992366,0.00,63.91%,98508521545,2545.879,76.08%,87412,0.002,38671.865865,999.445,7522,0.194,0,0.000,148,0.004,504156,0.013,504475,0.013,38693.327794,3.092,12.515888091
sort918,4227444,54751551,48545021,4646478408,14955466205,393.399,75.60%,507229942,3.39%,75.88%,929312450,24.445,75.72%,2040422438496473,205016044.846,75.87%,995250123,26.180,50.32%,3638295726971224,95704.335,50.29%,78760141809,0.00,63.02%,96616175565,2541.461,75.17%,88402,0.002,37994.514666,999.435,7118,0.187,0,0.000,148,0.004,511246,0.013,511566,0.013,38015.997116,3.143,12.097180060
sort919,4119508,54751551,48545021,4464014709,14170338400,372.909,75.64%,486376357,3.43%,75.65%,931029369,24.501,75.19%,1871326779685473,672.641,75.21%,278205916772581,7321313.941,50.59%,3583368874824654,94300.541,51.06%,74114132703,0.00,63.51%,96661894461,2543.771,75.63%,87635,0.002,37977.803251,999.430,7460,0.196,0,0.000,148,0.004,498434,0.013,498711,0.013,37999.451877,3.057,12.428676441
sort920,4136348,54751551,48545021,4829015568,14725081278,389.993,75.29%,503061123,3.42%,75.49%,922059916,24.421,75.56%,1486330526077541,158696352.530,75.75%,936587705,24.805,50.91%,4716718775006372,124922.104,50.73%,78035070446,0.00,63.03%,95934247639,2540.815,75.00%,87580,0.002,37735.275736,999.417,8002,0.212,0,0.000,148,0.004,515779,0.014,516060,0.014,37757.279437,2.971,12.707289269
sort921,4107132,54751551,48545021,4127766777,14454019587,395.205,75.23%,484908460,3.35%,75.89%,894302900,24.452,76.11%,3147766865876740,374.639,76.01%,840212831738432,22973294.845,50.25%,1398963100076275,38250.775,50.30%,76091589635,0.00,63.08%,93020033535,2543.375,75.21%,85683,0.002,36552.409954,999.425,7510,0.205,0,0.000,148,0.004,501736,0.014,502009,0.014,36573.457895,3.048,11.998534036
sort922,4107572,54751551,48545021,4677913130,14853916067,394.083,74.96%,499625809,3.36%,75.15%,922584561,24.477,75.68%,2215947740535449,801.887,76.21%,276341537616028,7331502.391,50.93%,3049640962142024,80908.756,50.77%,77658114787,0.00,63.16%,96156493614,2551.088,75.16%,86552,0.002,37671.062780,999.435,7594,0.201,0,0.000,147,0.004,537399,0.014,537693,0.014,37692.347747,3.189,11.820075913
sort923,4101776,54751551,48545021,4810845414,14640131363,382.957,75.45%,500792673,3.42%,75.39%,935459153,24.470,75.37%,2044516900218122,221004893.802,75.72%,925100284,24.199,50.81%,3317468815029540,86778.454,50.91%,77489853560,0.00,63.25%,97173747065,2541.874,75.41%,87258,0.002,38207.679262,999.438,7096,0.186,0,0.000,148,0.004,533801,0.014,534099,0.014,38229.176467,3.096,12.349134578
sort924,3966472,54751551,48545021,4209987462,15032933831,375.293,75.15%,500082192,3.33%,75.05%,981077968,24.492,75.27%,1300117105789050,235.796,75.77%,551374627813240,13764903.429,51.05%,4160832240227851,103873.938,50.74%,78931073731,0.00,63.19%,102024076798,2547.001,75.26%,86590,0.002,40035.082546,999.464,6289,0.157,0,0.000,149,0.004,462584,0.012,462929,0.012,40056.556201,3.354,11.944698297
sort925,4092268,54751551,48545021,4666768150,14750503574,378.011,75.40%,499920931,3.39%,75.88%,957061656,24.527,75.99%,2039673575150404,725.640,75.90%,281086233169725,7203384.543,50.07%,3379699120773464,86611.401,49.97%,77889002883,0.00,62.94%,99033895433,2537.937,75.10%,86426,0.002,38999.946332,999.450,6993,0.179,0,0.000,148,0.004,496651,0.013,496948,0.013,39021.411602,3.148,12.395195434
sort926,4263956,54751551,48545021,4487379089,14384953527,390.688,75.57%,488429785,3.40%,75.64%,900879965,24.467,75.66%,3174013913514165,568.258,75.38%,558551220200616,15169947.690,50.39%,1658172021831612,45035.051,50.93%,75554052040,0.00,63.61%,93556462203,2540.943,75.75%,86608,0.002,36798.332310,999.423,7408,0.201,0,0.000,148,0.004,507291,0.014,507563,0.014,36819.587755,3.074,11.978883353
sort927,4210816,54751551,48545021,4401213053,14729185982,385.392,75.51%,491667065,3.34%,74.82%,933339924,24.421,74.96%,2799888566854159,303619957.131,75.40%,922168817,24.129,51.12%,2722959589021489,71246.854,51.69%,76602290244,0.00,64.18%,97350253158,2547.191,76.12%,87765,0.002,38196.841339,999.429,7214,0.189,0,0.000,148,0.004,497282,0.013,497580,0.013,38218.664134,3.136,12.186848344
sort928,4078868,54751551,48545021,4572974776,15070992737,381.058,74.83%,508215485,3.37%,74.96%,967604860,24.465,75.21%,1486856969682767,272.400,75.72%,545835597660567,13801021.330,51.57%,3855487154375192,97482.943,51.11%,78205078460,0.00,63.53%,100762808142,2547.708,75.35%,89552,0.002,39528.619962,999.450,7532,0.190,0,0.000,148,0.004,508642,0.013,508912,0.013,39550.377077,3.143,12.584158730
sort929,3983060,54751551,48545021,4135341629,14737747117,377.687,75.67%,493393788,3.35%,75.37%,950554641,24.360,75.72%,2595349046597597,269849117.289,75.92%,961777853,24.648,50.50%,2498152570549100,64020.579,50.70%,77133674697,0.00,63.00%,99483514379,2549.481,75.23%,86984,0.002,39000.317340,999.468,6657,0.171,0,0.000,148,0.004,435893,0.011,436192,0.011,39021.086885,3.272,11.926319393
sort930,4158504,54751551,48545021,4630557370,14817831756,388.774,75.99%,502493278,3.39%,75.67%,935458280,24.544,75.37%,2626040910555528,234.282,75.03%,1120887644628666,29408647.533,50.22%,1646434477857538,43197.382,51.29%,78089553209,0.00,64.05%,96928486773,2543.106,75.99%,87549,0.002,38093.111589,999.446,7640,0.200,0,0.000,148,0.004,520119,0.014,520405,0.014,38114.219410,3.182,11.976486803
sort931,4194836,54751551,48545021,4604629777,14739224119,397.849,74.97%,501938281,3.41%,75.38%,906456743,24.468,75.60%,2412221647409154,291.225,75.85%,828300630335584,22357956.375,50.97%,2216909479998129,59840.067,50.79%,77517827230,0.00,63.39%,94273260460,2544.677,75.65%,87644,0.002,37025.817979,999.422,7495,0.202,0,0.000,148,0.004,523621,0.014,523909,0.014,37047.242442,3.047,12.159384358
sort932,4098464,54751551,48545021,4418888348,14668438629,387.776,75.90%,500875304,3.41%,75.44%,926484923,24.493,74.77%,2256599043207842,408.293,74.84%,552690715909021,14610975.423,50.93%,2446446467651334,64674.452,51.78%,77046597974,0.00,64.35%,96375113893,2547.780,76.01%,88765,0.002,37805.599955,999.432,7051,0.186,0,0.000,147,0.004,521507,0.014,521809,0.014,37827.092299,3.163,11.957475125
sort933,3931908,54751551,48545021,4310036302,14702770827,358.705,75.79%,493320001,3.36%,75.65%,1001875451,24.443,75.45%,1299815465128607,137118364.457,75.79%,947951407,23.127,50.48%,4730633969481432,115413.644,50.58%,77516600959,0.00,63.33%,104351716266,2545.877,75.46%,89082,0.002,40966.268227,999.457,7312,0.178,0,0.000,148,0.004,448738,0.011,449048,0.011,40988.515671,3.212,12.761635133
sort934,4135380,54751551,48545021,4924537234,15326080316,395.738,75.23%,509635608,3.33%,75.11%,946473905,24.439,75.44%,1860928179962215,674.085,75.63%,276067108383304,7128379.984,50.98%,3585641936693307,92585.525,51.03%,79936635138,0.00,63.32%,98440418655,2541.848,75.17%,88755,0.002,38707.302387,999.468,7225,0.187,0,0.000,148,0.004,499610,0.013,499899,0.013,38727.888946,3.169,12.220735091
sort935,4164244,54751551,48545021,4346639228,14669322308,390.937,75.56%,499087119,3.40%,75.71%,916187421,24.416,75.73%,1490269258726671,178.362,75.55%,835530693975361,22266873.608,50.53%,3594786615700391,95800.980,50.90%,77483836673,0.00,63.53%,95490884319,2544.830,75.56%,87030,0.002,37502.055995,999.429,7198,0.192,0,0.000,148,0.004,502952,0.013,503267,0.013,37523.484827,3.102,12.096863600
sort936,3939664,54751551,48545021,4560236913,14930439612,371.078,74.94%,503399097,3.37%,75.07%,986357908,24.515,75.09%,2044010135029246,746.376,75.74%,273858102859008,6806415.460,51.39%,3034519063560010,75419.340,51.02%,78294751930,0.00,63.27%,102414015299,2545.378,75.09%,87763,0.002,40213.628793,999.462,7534,0.187,0,0.000,149,0.004,434954,0.011,435264,0.011,40235.290438,3.183,12.640461230
sort937,4225296,54751551,48545021,4343013454,14694048857,397.130,76.06%,491216608,3.34%,76.07%,905542329,24.474,75.74%,2801260154755323,282482172.440,75.36%,991659095,26.801,49.71%,2232451802549873,60335.614,50.44%,77479384838,0.00,63.17%,94180088897,2545.369,75.56%,86104,0.002,36979.884441,999.441,6869,0.186,0,0.000,148,0.004,497498,0.013,497850,0.013,37000.564719,3.116,11.876208455
sort938,4170096,54751551,48545021,4428347818,14656925653,380.248,75.71%,493163419,3.36%,75.62%,944743339,24.510,75.63%,2414862465550186,254390340.565,75.76%,949274434,24.627,50.00%,2787369665215352,72313.357,50.49%,76600098148,0.00,63.45%,97964281515,2541.509,75.78%,86377,0.002,38524.829671,999.458,6633,0.172,0,0.000,148,0.004,487771,0.013,488044,0.013,38545.709916,3.193,12.071713653
sort939,4163468,54751551,48545021,4296383154,14611750417,397.396,75.54%,487564146,3.34%,75.29%,900997982,24.504,75.19%,2796710110357742,1006.035,75.48%,277993385008075,7560597.349,50.63%,2195847675501003,59720.558,51.28%,76413654389,0.00,63.97%,93545418773,2544.159,75.99%,88167,0.002,36747.853990,999.433,6713,0.183,0,0.000,148,0.004,511726,0.014,512036,0.014,36768.706514,3.157,11.647323116
sort940,4138112,54751551,48545021,4251585079,14660817518,379.448,76.21%,490763513,3.35%,75.89%,946014135,24.485,75.55%,1683279001289280,197.892,75.25%,850605446596923,22015163.366,49.64%,3035248465036629,78557.563,51.01%,76818497828,0.00,63.90%,98347060150,2545.395,76.18%,86786,0.002,38615.995817,999.450,7049,0.182,0,0.000,148,0.004,506676,0.013,506966,0.013,38637.253445,3.188,12.120485192
sort941,4140064,54751551,48545021,4689573118,15376289079,403.042,75.72%,514477350,3.35%,75.60%,934599559,24.498,75.65%,3168367799040797,297224476.891,75.51%,1065984818,27.942,50.12%,1668069307928972,43723.333,50.63%,80435651121,0.00,63.83%,96902162632,2539.994,75.74%,87186,0.002,38129.123862,999.438,6564,0.172,0,0.000,147,0.004,519144,0.014,519452,0.014,38150.552767,3.102,12.300321219
