workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
sort0,4093004,54751551,48545021,4393260933,14860059633,404.552,75.33%,506464021,3.41%,75.01%,899340737,24.484,74.90%,2808832369936135,1026.879,75.16%,273530891971997,7446634.604,51.45%,1628127670497766,44324.324,51.87%,78275394937,0.00,64.22%,93449458766,2544.078,76.02%,88686,0.002,36710.733956,999.417,7208,0.196,0,0.000,128,0.003,513510,0.014,513775,0.014,36732.149018,3.086,11.902365595
sort1,4050288,54751551,48545021,4256788553,14616381525,394.784,75.26%,503346232,3.44%,75.14%,904891970,24.441,75.28%,2801779450373894,303783642.213,75.35%,922294377,24.911,51.21%,2462006573515671,66497.964,51.45%,76097236405,0.00,64.02%,94183491262,2543.864,75.90%,86930,0.002,37001.957580,999.410,7763,0.210,0,0.000,147,0.004,499378,0.013,499640,0.013,37023.788794,2.980,12.424746302
sort2,4095864,54751551,48545021,4297259668,14334333902,401.620,75.49%,489443652,3.41%,75.14%,872426403,24.444,74.97%,2415790502437445,880.304,75.73%,274426772762578,7688901.978,51.28%,2202555832984052,61711.311,51.12%,75139865245,0.00,63.79%,90683292953,2540.769,75.78%,85496,0.002,35670.203841,999.409,7269,0.204,0,0.000,149,0.004,501744,0.014,502022,0.014,35691.282518,2.996,11.911296101
sort3,4187272,54751551,48545021,4022593315,14567642296,372.326,75.94%,487788848,3.35%,75.68%,959591704,24.526,75.48%,2235222093747987,398.160,75.56%,561387299064468,14348179.558,50.14%,2221561060556392,56779.619,50.68%,76480583140,0.00,63.63%,99530670016,2543.848,76.00%,85204,0.002,39104.913000,999.460,7778,0.199,0,0.000,147,0.004,483803,0.012,484100,0.012,39126.029668,3.222,12.142580739
sort4,4150404,54751551,48545021,4264953732,14396694765,393.794,75.48%,485809265,3.37%,75.41%,893263539,24.433,75.21%,1876131985631858,339.587,75.01%,552474174242880,15111853.914,50.95%,3293744550778070,90093.961,51.28%,76013641249,0.00,63.50%,93159826280,2548.205,75.47%,86273,0.002,36537.885697,999.423,7478,0.205,0,0.000,148,0.004,491973,0.013,492262,0.013,36558.993845,2.973,12.295908144
sort5,4153984,54751551,48545021,4241716333,14805049314,367.994,75.05%,499235912,3.37%,75.07%,984069956,24.460,75.37%,2032117744103894,217861179.737,76.18%,932758074,23.185,51.20%,3602317063864784,89539.233,50.79%,77435885244,0.00,63.15%,102488561277,2547.457,75.36%,86792,0.002,40209.754489,999.454,8115,0.202,0,0.000,148,0.004,506138,0.013,506441,0.013,40231.716582,3.233,12.444963311
sort6,4136508,54751551,48545021,4619867155,14029731542,385.213,76.23%,480834514,3.43%,75.96%,892265000,24.499,75.36%,3180361669184650,345814550.655,75.23%,919672600,25.251,50.07%,1667125023301341,45774.072,50.65%,74821030739,0.00,63.48%,92549533081,2541.123,75.67%,87749,0.002,36398.573899,999.392,7037,0.193,0,0.000,148,0.004,499800,0.014,500094,0.014,36420.727837,3.002,12.131604799
sort7,4186372,54751551,48545021,4725083298,15178246049,377.595,75.09%,508028149,3.35%,75.30%,983985719,24.479,75.98%,1665687158070771,149.116,76.04%,1117039138000062,27788997.652,50.40%,2509647302056109,62433.428,50.47%,80195842729,0.00,62.77%,102585014150,2552.046,75.05%,86978,0.002,40175.899535,999.471,7282,0.181,0,0.000,148,0.004,500762,0.012,501051,0.012,40197.172708,3.294,12.204929273
sort8,4215304,54751551,48545021,4290859866,14696840033,402.100,74.72%,495922355,3.37%,75.21%,891129103,24.381,75.68%,2220726648406964,811.831,76.05%,273545445334235,7484094.291,51.45%,3050746723235138,83467.214,50.75%,76868250259,0.00,63.28%,92820274487,2539.526,75.10%,86488,0.002,36529.038463,999.420,6295,0.172,0,0.000,148,0.004,514755,0.014,515052,0.014,36550.240378,3.063,11.933734820
sort9,4203600,54751551,48545021,4699580588,14575675608,395.066,75.64%,494541943,3.39%,75.62%,902002753,24.448,75.34%,2803594337231443,503.209,75.30%,557142806830006,15101070.872,50.52%,2204939196928041,59763.749,51.06%,76371584657,0.00,63.68%,93838217299,2543.437,75.55%,86039,0.002,36873.088602,999.426,7671,0.208,0,0.000,148,0.004,491379,0.013,491673,0.013,36894.258132,2.970,12.420848160
sort10,4228732,54751551,48545021,4227856585,14737576554,410.785,75.72%,497775827,3.38%,75.60%,875705639,24.409,75.25%,2989393329585793,540.887,75.33%,552683642387535,15405125.969,50.93%,1643552642594415,45811.263,51.38%,76771995014,0.00,63.79%,91309436536,2545.097,75.71%,85188,0.002,35855.586380,999.414,6630,0.185,0,0.000,147,0.004,480630,0.013,480936,0.013,35876.606494,3.118,11.506340055
sort11,4103424,54751551,48545021,4442173594,14474027063,396.650,75.36%,493577425,3.41%,75.29%,891693086,24.436,75.28%,2238324197811449,270.812,75.45%,826522626640433,22650237.457,51.08%,2464910473558546,67549.037,51.39%,75581461523,0.00,63.87%,92990925757,2548.347,75.77%,87453,0.002,36468.696469,999.397,7240,0.198,0,0.000,148,0.004,515698,0.014,516002,0.014,36490.682635,3.012,12.115792679
sort12,3947196,54751551,48545021,4723310333,14608158473,373.091,75.34%,493948119,3.38%,75.23%,959746711,24.512,75.06%,1864091543998296,338.063,75.50%,551404022378045,14082788.421,51.05%,3021892793388744,77178.757,51.23%,75823428835,0.00,63.78%,99483683249,2540.801,75.51%,86699,0.002,39133.556452,999.466,6255,0.160,0,0.000,148,0.004,431960,0.011,432266,0.011,39154.463298,3.337,11.732651027
sort13,4129176,54751551,48545021,4208502019,14534096719,407.052,75.56%,497942092,3.43%,75.74%,874472553,24.491,75.85%,1300657058482070,463.695,75.74%,280498164217368,7855834.421,50.17%,4725513036370508,132346.135,50.63%,76563158358,0.00,63.27%,90600410561,2537.421,75.77%,86760,0.002,35684.909594,999.417,6585,0.184,0,0.000,148,0.004,466750,0.013,467065,0.013,35705.712362,3.001,11.896039070
sort14,4052632,54751551,48545021,4576645404,14996260082,376.155,76.15%,506402045,3.38%,75.29%,976976382,24.506,75.04%,2064530509298005,740.323,74.99%,278868905442921,6994942.515,50.47%,2992193263741473,75053.975,51.74%,78788368556,0.00,64.30%,101680998174,2550.491,76.39%,88617,0.002,39846.257773,999.474,6216,0.156,0,0.000,148,0.004,509132,0.013,509463,0.013,39867.219045,3.294,12.103526864
sort15,4040492,54751551,48545021,4992702992,14820748762,385.317,75.60%,506330133,3.42%,75.11%,942092696,24.493,74.98%,1679031039510969,608.261,75.44%,276037802409516,7176565.830,50.99%,3842853452205343,99908.384,51.27%,77919356250,0.00,63.81%,97703751670,2540.150,75.52%,87671,0.002,38441.632457,999.424,7289,0.190,0,0.000,148,0.004,497350,0.013,497655,0.013,38463.773476,3.072,12.520442066
sort16,4244800,54751551,48545021,4273135001,14619336441,394.010,75.04%,487756242,3.34%,75.35%,905784449,24.412,75.61%,1850826744652290,193566910.764,76.04%,956168974,25.770,51.09%,4155396964453047,111993.364,50.80%,76714440137,0.00,63.19%,94592361248,2549.387,75.23%,86738,0.002,37083.574476,999.451,6753,0.182,0,0.000,148,0.004,495056,0.013,495374,0.013,37103.957080,3.082,12.037065912
sort17,4251728,54751551,48545021,4470459466,14762201491,390.991,75.59%,494326492,3.35%,75.48%,925286866,24.507,75.57%,554378724953909,54454064.365,76.16%,1018066753,26.964,50.35%,5569171285804462,147504.907,50.54%,77925398788,0.00,63.09%,96068007728,2544.454,75.20%,87682,0.002,37734.662329,999.439,7803,0.207,0,0.000,149,0.004,510548,0.014,510840,0.014,37755.837353,3.129,12.065174595
sort18,4174624,54751551,48545021,4205141779,14625022134,411.189,75.29%,500810273,3.42%,74.85%,867835985,24.400,74.91%,2239795355129941,273.762,75.40%,818152764305458,23002708.774,51.61%,1890837171636673,53161.682,52.10%,76461423432,0.00,64.25%,90660544676,2548.959,75.98%,87289,0.002,35546.528016,999.406,7325,0.206,0,0.000,148,0.004,500169,0.014,500468,0.014,35567.670414,2.961,12.010457255
sort19,4125504,54751551,48545021,4705183105,14351076094,374.969,75.24%,482715389,3.36%,74.84%,936749706,24.476,75.27%,2794980894358390,310052090.878,75.53%,901455264,23.554,51.19%,2459339558524241,64258.409,51.50%,75182442483,0.00,63.92%,97491366818,2547.286,75.72%,87430,0.002,38251.209403,999.440,7447,0.195,0,0.000,148,0.004,519889,0.014,520212,0.014,38272.649141,3.203,11.948921233
sort20,4199468,54751551,48545021,4537136741,14407457266,395.586,75.29%,490142000,3.40%,75.06%,890251311,24.444,75.42%,2216080838435905,267.012,76.21%,829955185834677,22788089.758,50.87%,2215639139816981,60834.831,50.82%,75775682924,0.00,63.32%,92469866229,2538.946,75.66%,86656,0.002,36398.641476,999.398,7290,0.200,0,0.000,153,0.004,491938,0.014,492234,0.014,36420.568580,3.016,12.077496280
sort21,4214776,54751551,48545021,4583011577,14626296769,394.503,75.79%,493059790,3.37%,76.24%,908389451,24.501,76.35%,1297508776337273,90.979,75.93%,1426168070462596,38466868.208,49.34%,3119002137727001,84126.301,49.64%,77584924688,0.00,62.87%,94043174466,2536.550,75.32%,86983,0.002,37053.907844,999.425,7378,0.199,0,0.000,148,0.004,507793,0.014,508117,0.014,37075.232191,3.052,12.146099428
sort22,4071476,54751551,48545021,4780745866,14668092302,370.211,76.11%,502976155,3.43%,75.43%,969611280,24.472,75.35%,2433993902950332,432.659,75.17%,562566352237440,14198736.753,50.03%,2195305426675349,55407.800,51.29%,76624506948,0.00,63.94%,100807153674,2544.294,76.03%,87287,0.002,39599.264736,999.455,7987,0.202,0,0.000,149,0.004,504206,0.013,504511,0.013,39620.873465,3.154,12.562191908
sort23,3952904,54751551,48545021,4170449202,14842642083,396.594,75.51%,502819112,3.39%,76.07%,914645362,24.439,75.99%,2052737542123048,367.109,75.42%,559163530746978,14940806.463,50.34%,3070308636387111,82038.410,50.42%,78966000557,0.00,62.76%,95389106377,2548.790,74.87%,87355,0.002,37403.733172,999.425,6699,0.179,0,0.000,148,0.004,439421,0.012,439728,0.012,37425.257609,3.163,11.833632725
sort24,4089128,54751551,48545021,4269258005,14739992785,399.913,74.95%,497677908,3.38%,75.40%,901497600,24.459,75.70%,1667443106981357,172226630.345,75.96%,968167991,26.268,50.96%,4166355720344836,113038.013,50.67%,77052383170,0.00,63.06%,93828839281,2545.684,75.20%,87504,0.002,36837.333938,999.439,6475,0.176,0,0.000,148,0.004,496102,0.013,496399,0.013,36858.005688,3.124,11.799542044
sort25,4101180,54751551,48545021,4054803505,14429458833,400.341,76.26%,488326590,3.38%,76.07%,880888420,24.440,75.58%,2623210631417766,275572429.982,75.11%,951913307,26.411,49.81%,2467079895915168,68448.317,51.34%,75907157252,0.00,63.85%,91840525655,2548.085,76.01%,88049,0.002,36021.745689,999.411,6564,0.182,0,0.000,148,0.004,504854,0.014,505152,0.014,36042.959058,3.006,11.990343063
sort26,4201532,54751551,48545021,4774312760,14702950469,401.827,75.90%,499335213,3.40%,75.70%,893902638,24.430,75.59%,2066117326805845,245.746,74.93%,840754481905527,22977554.828,50.22%,2481635837225179,67822.325,51.04%,77919655255,0.00,63.64%,93116134563,2544.835,75.82%,85257,0.002,36569.342489,999.429,6995,0.191,0,0.000,148,0.004,480244,0.013,480545,0.013,36590.250277,3.075,11.900477129
sort27,4064064,54751551,48545021,4816302972,14741159902,394.575,75.45%,501953259,3.41%,75.26%,913312877,24.447,75.43%,2232207215591223,239889843.223,75.66%,930513433,24.907,50.77%,3024587873245831,80958.836,51.19%,77437970107,0.00,63.94%,94857505844,2539.041,75.74%,87031,0.002,37338.643364,999.440,6402,0.171,0,0.000,148,0.004,513705,0.014,514024,0.014,37359.577249,3.207,11.647970871
sort28,4202068,54751551,48545021,4426926847,14197319915,402.248,75.47%,488316254,3.44%,75.52%,861002614,24.394,75.68%,2595429287642046,279550932.446,75.92%,928428056,26.305,50.67%,2768299296920001,78433.262,50.84%,75000507379,0.00,63.47%,89651177865,2540.056,75.71%,86652,0.002,35274.172860,999.411,6879,0.195,0,0.000,149,0.004,472975,0.013,473268,0.013,35294.965870,3.043,11.596879402
sort29,4239536,54751551,48545021,4087003023,14730250149,397.010,75.86%,497922368,3.38%,75.75%,908582009,24.488,75.56%,1682993689754559,149.842,75.26%,1123182234858598,30272027.097,50.12%,2478616362988704,66803.711,51.10%,77533555797,0.00,63.62%,94659992577,2551.278,75.73%,86542,0.002,37081.665055,999.426,7141,0.192,0,0.000,148,0.004,500638,0.013,500909,0.014,37102.974018,3.103,11.955517706
sort30,4142540,54751551,48545021,4074794680,14766930069,395.991,75.01%,493676291,3.34%,75.03%,912373073,24.466,75.49%,1854074587424572,672.248,75.91%,275802062660430,7395932.984,51.03%,3578360127981857,95957.628,51.13%,77466682802,0.00,63.59%,94843551206,2543.333,75.52%,86972,0.002,37270.215072,999.441,6847,0.184,0,0.000,150,0.004,509124,0.014,509411,0.014,37291.044043,3.127,11.925094528
sort31,4069092,54751551,48545021,4785481933,15050561875,383.646,74.89%,498098287,3.31%,75.15%,961190897,24.501,75.30%,1486602604636277,140971981.832,75.74%,1054537636,26.881,51.35%,4678501010571386,119257.080,51.14%,77700477251,0.00,63.47%,100067714582,2550.771,75.47%,86407,0.002,39209.376535,999.465,6549,0.167,0,0.000,148,0.004,503224,0.013,503529,0.013,39230.383773,3.312,11.843134861
sort32,4137268,54751551,48545021,4094106747,14736396746,391.596,75.78%,493418638,3.35%,75.55%,918511685,24.408,75.41%,1682231721812873,172090396.873,75.30%,977527946,25.976,50.64%,3846985516028004,102227.403,51.22%,77274234068,0.00,63.79%,95518155876,2538.240,75.99%,86206,0.002,37611.154050,999.455,6607,0.176,0,0.000,147,0.004,512775,0.014,513069,0.014,37631.646865,3.254,11.564083297
sort33,4097548,54751551,48545021,4509882388,14616032120,387.467,75.42%,487856920,3.34%,75.03%,922864709,24.465,75.15%,1491435522376172,161123251.087,75.49%,925648851,24.539,51.09%,4362335742965775,115644.383,51.62%,76469827356,0.00,64.01%,95863684643,2541.321,75.99%,86507,0.002,37701.134419,999.447,7078,0.188,0,0.000,148,0.004,499520,0.013,499815,0.013,37721.985664,3.193,11.815288345
sort34,4210788,54751551,48545021,4416041151,14389230104,397.951,76.09%,493938746,3.43%,75.59%,884833265,24.471,75.21%,2615311523798044,468.582,75.34%,558132855984752,15435825.045,50.43%,2209854707756325,61116.149,50.95%,76090776839,0.00,63.92%,91868684502,2540.737,76.17%,86364,0.002,36136.813603,999.406,7175,0.198,0,0.000,149,0.004,491439,0.014,491730,0.014,36158.278185,2.962,12.205609193
sort35,4188180,54751551,48545021,4233835334,14614197614,391.272,75.21%,489959261,3.35%,74.61%,910049916,24.365,74.92%,2615426353323814,265721314.787,75.33%,984274203,26.352,51.77%,2697165021604972,72212.285,52.18%,76027172428,0.00,64.66%,95142447445,2547.287,76.23%,87092,0.002,37329.414411,999.435,6891,0.184,0,0.000,147,0.004,480866,0.013,481142,0.013,37350.501074,3.174,11.766274714
sort36,4058580,54751551,48545021,4936032527,14720780529,397.477,75.22%,493665250,3.35%,75.32%,905951413,24.462,75.29%,2044533165056729,741.696,75.72%,275656381866243,7443026.501,51.06%,3027615834878504,81748.969,51.13%,76823205402,0.00,63.58%,94333971692,2547.121,75.54%,87232,0.002,37014.408202,999.430,6604,0.178,0,0.000,149,0.004,533848,0.014,534148,0.014,37035.523364,3.113,11.896675911
sort37,4196796,54751551,48545021,4345396758,14718346892,401.250,74.92%,494685957,3.36%,75.56%,895659285,24.417,76.04%,1857358506062669,335.576,75.77%,553484148433950,15089014.697,50.86%,3323092369423006,90593.723,50.82%,77589095402,0.00,63.43%,93269605674,2542.704,75.39%,86002,0.002,36660.587761,999.436,6636,0.181,0,0.000,148,0.004,469443,0.013,469782,0.013,36681.265116,3.140,11.682800528
sort38,4046456,54751551,48545021,4150044427,14498781808,399.194,75.58%,492080199,3.39%,75.28%,885808575,24.389,75.45%,2231478203821487,805.658,75.68%,276975870078712,7625962.999,50.81%,2475845498375712,68167.332,51.16%,76152022061,0.00,63.95%,92161901328,2537.489,75.73%,85341,0.002,36298.415030,999.402,6530,0.180,0,0.000,148,0.004,505822,0.014,506138,0.014,36320.117223,3.040,11.948828119
sort39,4246964,54751551,48545021,4627852407,14750972601,393.909,75.24%,499570727,3.39%,75.44%,913403037,24.391,76.04%,2227016936088359,247895515.385,75.83%,898369191,23.990,50.39%,3059209151360711,81693.008,50.61%,77661620713,0.00,63.27%,95356303827,2546.391,75.43%,87775,0.002,37426.365713,999.432,6556,0.175,0,0.000,148,0.004,529345,0.014,529640,0.014,37447.625408,3.164,11.836906715
sort40,4084328,54751551,48545021,3966920382,14337219533,398.953,75.71%,487073966,3.40%,75.30%,876658857,24.394,75.40%,2053179390828902,209253580.850,75.40%,981191998,27.303,50.66%,3286424353658109,91449.254,51.39%,74439510445,0.00,64.06%,91083046730,2534.510,76.16%,86863,0.002,35916.124467,999.415,6678,0.186,0,0.000,147,0.004,464298,0.013,464646,0.013,35937.136631,3.122,11.509683244
sort41,4151556,54751551,48545021,4630666991,14707280390,405.936,76.25%,497678567,3.38%,75.03%,885619109,24.444,74.85%,2994159751463806,1071.684,75.21%,279388305065728,7711408.448,50.37%,1906611485122939,52624.464,51.67%,77353384201,0.00,64.37%,92266080280,2546.640,76.51%,86576,0.002,36209.723620,999.426,6694,0.185,0,0.000,149,0.004,507178,0.014,507470,0.014,36230.515731,3.042,11.908641250
sort42,4256296,54751551,48545021,4744356465,14738499060,392.385,75.15%,501778677,3.40%,75.01%,916087902,24.389,75.53%,1670099306274219,182859661.933,75.84%,913322976,24.315,51.26%,3848511952301949,102459.324,51.20%,77425291561,0.00,63.55%,95723015611,2548.444,75.31%,88283,0.002,37540.192099,999.436,6853,0.182,0,0.000,148,0.004,505435,0.013,505748,0.013,37561.363899,3.076,12.210627315
