workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(M/sec),CPUs,duration(s)
svm715,5873444,48580835268,0,24119943697,26566152662,198.237,75.02%,739367007,2.78%,75.03%,3304254000,24.656,75.26%,2058003796031142,736.417,75.22%,279461607006543,2085341.136,50.36%,3070860267008447,22914.744,50.42%,188948837241,0.00,62.83%,344081715341,2567.536,75.18%,158343,0.001,133968.906150,999.675,19889,0.148,0,0.000,148,0.001,3222596,0.024,3222935,0.024,134012.417505,4.077,32.868874656
svm716,7188804,48580835268,0,23843855720,23169913459,243.835,75.07%,693137601,2.99%,75.14%,2339674545,24.622,75.30%,1304162254874937,54237246.574,75.54%,2404551000,25.305,50.35%,4760432525545546,50097.639,50.26%,174319481433,0.00,62.80%,243111420141,2558.446,75.12%,143060,0.002,94982.566973,999.574,17461,0.184,0,0.000,148,0.002,2670214,0.028,2670559,0.028,95023.090441,3.096,30.692688839
svm717,5566648,48580835268,0,23524643711,22944028814,293.219,75.19%,705515888,3.07%,75.06%,1922195393,24.565,74.93%,2059649406120490,744.850,75.16%,276518798251313,3533846.609,50.90%,3042806839200429,38886.371,50.88%,172091177931,0.00,63.36%,199883580762,2554.466,75.29%,139189,0.002,78211.169393,999.521,15837,0.202,0,0.000,148,0.002,1202432,0.015,1202751,0.015,78248.670325,3.793,20.627370488
svm718,5764452,48580835268,0,23747580756,23186409708,247.655,75.19%,708722938,3.06%,75.31%,2303383329,24.603,75.30%,1121781520688483,47344276.458,75.28%,2369413168,25.308,50.32%,5032960621290984,53757.316,50.34%,173618033191,0.00,62.87%,239624011173,2559.437,75.10%,142841,0.002,93584.692823,999.583,17785,0.190,0,0.000,148,0.002,1338780,0.014,1339117,0.014,93623.732546,3.468,26.996714002
svm719,7287620,48580835268,0,23731468662,23092466834,267.550,75.13%,707270320,3.06%,75.01%,2124072600,24.610,75.08%,2248856896885522,269.718,75.10%,833781346859365,9660223.580,50.64%,1939512531867549,22471.269,50.80%,173792087276,0.00,63.29%,220747519582,2557.589,75.33%,139654,0.002,86272.251258,999.554,17182,0.199,0,0.000,148,0.002,2229625,0.026,2230015,0.026,86310.771169,3.240,26.639353538
svm720,6870292,48580835268,0,24028689813,22818593047,262.847,75.37%,697612649,3.06%,75.37%,2136882594,24.615,75.35%,2810578192710565,117069277.916,75.11%,2400782035,27.655,49.98%,2510532331401288,28918.786,50.46%,173404335444,0.00,63.06%,221987660440,2557.073,75.42%,140704,0.002,86774.237328,999.551,18170,0.209,0,0.000,148,0.002,2823646,0.033,2823941,0.033,86813.198141,3.156,27.507284787
svm721,7206008,48580835268,0,23928213260,22499546518,267.875,75.29%,692259175,3.08%,75.11%,2065953705,24.597,75.19%,2053818213443643,85756829.723,75.38%,2394932532,28.514,50.24%,3345662664159496,39832.834,50.48%,171347601338,0.00,63.02%,214415507622,2552.791,75.23%,139356,0.002,83954.029156,999.541,17190,0.205,0,0.000,149,0.002,2677082,0.032,2677431,0.032,83992.583821,3.257,25.791834935
svm722,7193976,48580835268,0,24200817042,22781176665,250.139,75.19%,696112018,3.06%,75.41%,2241601675,24.613,75.28%,1682841785062101,70979680.238,75.27%,2370878228,26.032,50.37%,4199453521202803,46110.372,50.27%,172364047500,0.00,62.93%,232955427660,2557.871,75.28%,139573,0.002,91035.495274,999.578,17416,0.191,0,0.000,147,0.002,2325437,0.026,2325785,0.026,91073.946080,3.184,28.599700748
svm723,5295264,48580835268,0,23521429266,23766162400,224.611,75.02%,707567947,2.98%,75.24%,2607149763,24.640,75.38%,933640406902008,38417087.944,75.37%,2430273758,22.968,50.24%,5323930107849354,50315.749,50.23%,175472418189,0.00,62.67%,271252818833,2563.574,75.02%,148203,0.001,105770.291338,999.621,16791,0.159,0,0.000,148,0.001,2070969,0.020,2071328,0.020,105810.412540,3.832,27.612401361
svm724,5730924,48580835268,0,23587878743,23555664663,262.175,74.95%,705870450,3.00%,75.09%,2209830554,24.595,75.62%,1863376521269133,664.663,75.53%,280349149314502,3120292.649,50.20%,3916573952709401,43591.561,50.31%,175864928110,0.00,62.79%,230000611295,2559.912,75.13%,145609,0.002,89807.263485,999.557,17993,0.200,0,0.000,148,0.002,2303957,0.026,2304308,0.026,89847.069114,3.424,26.238966101
svm725,5582568,48580835268,0,23740451619,23660379604,235.136,75.22%,706315200,2.99%,75.23%,2477506653,24.621,75.36%,1862750762412999,663.912,75.55%,280571911416647,2788312.990,50.16%,3091038409370958,30718.622,50.09%,175526198125,0.00,62.62%,257844871048,2562.453,75.05%,146988,0.001,100582.101562,999.581,19072,0.190,0,0.000,148,0.001,2266704,0.023,2267028,0.023,100624.252896,3.459,29.087028067
svm726,6830776,48580835268,0,23657595850,22440935148,282.959,75.00%,695978704,3.10%,74.96%,1948991479,24.575,75.07%,2432166991080593,104182964.191,75.22%,2334515062,29.436,50.90%,3040646439536787,38339.612,50.92%,170149348351,0.00,63.37%,202815572877,2557.308,75.40%,138973,0.002,79270.214210,999.521,15468,0.195,0,0.000,148,0.002,1396726,0.018,1397030,0.018,79308.220451,3.606,21.995266129
svm727,7200164,48580835268,0,24272102402,23515964510,255.613,74.99%,701365895,2.98%,75.18%,2265492723,24.625,75.34%,1869294774358948,77354429.276,75.29%,2416532307,26.267,50.29%,3913507803660989,42538.977,50.35%,176561836325,0.00,63.00%,235280962805,2557.453,75.24%,142097,0.002,91958.355038,999.567,18765,0.204,0,0.000,148,0.002,3898970,0.042,3899257,0.042,91998.163899,3.080,29.869488309
svm728,6550780,48580835268,0,23896996281,23286373243,237.836,75.13%,696400275,2.99%,75.10%,2411826223,24.633,75.29%,2431686229191859,869.509,75.24%,279662025636181,2856336.043,50.32%,2786911930163646,28464.204,50.50%,172897060025,0.00,62.96%,250948264600,2563.067,75.36%,143362,0.001,97868.598412,999.584,18925,0.193,0,0.000,148,0.002,3184931,0.033,3185252,0.033,97909.357099,3.212,30.478462726
svm729,4731532,48580835268,0,23395655465,32747793701,157.633,75.13%,885265765,2.70%,74.99%,5137019636,24.727,75.02%,2998090244731885,1069.536,75.11%,280316836494736,1349320.517,50.21%,1957069292796337,9420.461,50.35%,219215941564,0.00,62.80%,534064738706,2570.750,75.22%,186928,0.900,207691.159056,999.733,19051,0.092,0,0.000,148,0.001,1496915,0.007,1497318,0.007,207746.664267,5.762,36.054752278
svm730,5320016,48580835268,0,23391240200,22457725374,271.630,75.70%,693696406,3.09%,75.50%,2033355601,24.594,75.20%,1877886529433053,222.059,74.94%,845668939303512,10228512.853,49.93%,3334068767101916,40326.141,50.66%,170095310964,0.00,63.27%,211336700031,2556.154,75.56%,139504,0.002,82640.096916,999.546,14803,0.179,0,0.000,149,0.002,915634,0.011,915996,0.011,82677.604404,3.940,20.985363482
svm731,4636296,48580835268,0,22979906684,24432520697,261.487,75.27%,704967792,2.89%,75.59%,2299830711,24.614,75.44%,2054081098396443,84561467.323,75.37%,2429098221,25.997,50.05%,3662885896195713,39201.748,49.95%,176893081248,0.00,62.55%,239220336507,2560.237,74.99%,143899,0.002,93398.851620,999.594,15830,0.169,0,0.000,148,0.002,756419,0.008,756754,0.008,93436.801079,4.527,20.639955745
svm732,5283932,48580835268,0,23391404301,23616322796,254.853,75.01%,707734926,3.00%,75.14%,2281173029,24.617,75.21%,1305837927395938,55001578.223,75.44%,2374182650,25.621,50.50%,4473148136242924,48271.462,50.34%,175816020026,0.00,62.81%,236977319705,2557.313,75.11%,143729,0.002,92627.322200,999.577,16875,0.182,0,0.000,149,0.002,1132645,0.012,1132973,0.012,92666.514731,3.951,23.453327675
svm733,5722312,48580835268,0,24920563530,24032151083,223.250,75.12%,704375685,2.93%,75.01%,2652753596,24.643,75.12%,934621986845889,111.635,75.29%,837213821783667,7777430.283,50.43%,4177422956866472,38806.832,50.54%,175799798643,0.00,63.08%,275993031070,2563.881,75.31%,149786,0.001,107604.917597,999.613,18312,0.170,0,0.000,147,0.001,2799928,0.026,2800263,0.026,107646.586506,3.550,30.327089929
svm734,5462428,48580835268,0,23886214170,22751561152,261.591,75.28%,697504298,3.07%,75.19%,2139571293,24.600,75.29%,2246746145861671,95101724.438,75.17%,2362466253,27.163,50.22%,3617008372156091,41587.374,50.59%,170958251181,0.00,63.21%,222287827961,2555.805,75.36%,139995,0.002,86933.078872,999.533,17764,0.204,0,0.000,148,0.002,1604243,0.018,1604559,0.018,86973.714258,3.650,23.830476093
svm735,4803060,60237711033,0,86052065819,45636747068,196.567,75.12%,878518971,1.93%,75.07%,5737305948,24.712,75.12%,3185511530628864,55686798.559,75.11%,5720407014,24.639,50.05%,1963947388770519,8459.119,50.18%,590237452738,0.00,62.74%,596331684081,2568.521,75.18%,197634,0.851,232113.259968,999.759,27555,0.119,0,0.000,148,0.001,3573511,0.015,3573951,0.015,232169.266436,4.114,56.433717723
svm736,4690700,48802362818,0,24263752296,25084574066,222.621,75.19%,720798110,2.87%,75.20%,2775426773,24.631,75.29%,2802562242500122,499.156,75.33%,561460027837290,4982862.160,50.13%,1963060248306615,17421.825,50.19%,186748451093,0.00,62.72%,288741531694,2562.532,75.06%,156385,0.001,112634.437167,999.611,18115,0.161,0,0.000,148,0.001,1304325,0.012,1304656,0.012,112678.217814,4.365,25.816798207
svm737,5336320,48580835268,0,23697176156,23754939896,240.520,75.44%,710674279,2.99%,75.27%,2432022808,24.624,75.21%,1869997537680565,77934203.438,75.26%,2399456792,24.295,50.03%,3917571875503328,39665.590,50.30%,175502070712,0.00,62.95%,252873810267,2560.359,75.26%,146937,0.001,98723.932829,999.584,17412,0.176,0,0.000,148,0.001,1626944,0.016,1627283,0.016,98764.996323,3.765,26.235203754
svm738,5295892,48580835268,0,24166397060,23328864836,259.450,75.34%,703319266,3.01%,75.28%,2212412728,24.605,75.28%,2052848978167088,85385551.798,75.41%,2404211175,26.738,50.17%,3917805280532212,43571.569,50.29%,173550886346,0.00,62.96%,229647619074,2554.008,75.23%,143651,0.002,89877.043852,999.561,16467,0.183,0,0.000,148,0.002,1553469,0.017,1553773,0.017,89916.552725,3.853,23.335960124
svm739,5622424,48580835268,0,23714860156,22990845774,236.556,75.47%,693709490,3.02%,75.24%,2395534149,24.648,75.10%,2057080279612119,732.796,75.26%,280716770975342,2888335.045,50.14%,3357815120574037,34549.040,50.30%,172471200445,0.00,62.92%,248871496870,2560.674,75.21%,143101,0.001,97150.751064,999.598,16298,0.168,0,0.000,148,0.002,1565196,0.016,1565524,0.016,97189.822727,3.747,25.939387487
svm740,5855304,48580835268,0,23519028729,27967701301,182.027,75.19%,750464704,2.68%,75.14%,3798484592,24.722,75.12%,2250029562442216,84451319.459,75.06%,2664291780,17.340,50.12%,3072707226331825,19998.610,50.39%,191755203152,0.00,63.01%,394803152422,2569.563,75.32%,149739,0.975,153603.477011,999.723,19079,0.124,0,0.000,148,0.001,2408399,0.016,2408718,0.016,153646.039418,4.687,32.782147643
svm741,8362036,48580835268,0,23758537151,23210732435,251.638,75.22%,691600031,2.98%,75.25%,2269269793,24.602,75.42%,1119653241731451,199.632,75.42%,560858097967062,6080508.339,50.19%,4760763868502884,51613.527,50.26%,174744571854,0.00,62.71%,236209819682,2560.854,75.02%,143259,0.002,92199.151933,999.571,18734,0.203,0,0.000,147,0.002,2592945,0.028,2593279,0.028,92238.685760,3.061,30.130889699
svm742,6145420,48580835268,0,25127699416,23028918340,281.186,74.98%,714676438,3.10%,75.13%,2013565747,24.586,75.45%,1307269786408772,54340358.202,75.36%,2405706973,29.374,50.35%,4454201812482949,54386.290,50.56%,174555595655,0.00,63.10%,209266442896,2555.166,75.28%,137398,0.002,81860.638764,999.527,17793,0.217,0,0.000,148,0.002,2086231,0.025,2086537,0.025,81899.350488,3.613,22.669348661
svm743,4692252,48634235739,0,23339362563,23818921270,254.494,75.40%,700360592,2.94%,75.31%,2303142760,24.608,75.22%,1501348401528180,534.524,74.99%,280875949157002,3001024.767,50.11%,4175008650465397,44607.964,50.57%,175620713760,0.00,63.23%,239358390587,2557.430,75.51%,144587,0.002,93554.584111,999.586,15470,0.165,0,0.000,148,0.002,1038213,0.011,1038542,0.011,93593.345919,4.438,21.087978989
svm744,5293128,48580835268,0,23057765021,22931959034,219.268,75.36%,690929730,3.01%,75.25%,2578552840,24.655,75.12%,1873265672783398,79172120.864,75.13%,2366067313,22.624,50.10%,3913486394867220,37419.474,50.35%,170089861515,0.00,63.05%,267707765745,2559.734,75.44%,148526,0.001,104543.125707,999.607,17416,0.167,0,0.000,148,0.001,1159723,0.011,1160053,0.011,104584.215840,3.663,28.552342880
svm745,6198368,48580835268,0,23803052974,23116272182,240.302,75.28%,695214195,3.01%,75.36%,2367676011,24.613,75.38%,1678948214313656,597.228,75.44%,281123512963304,2922378.616,50.06%,3932450078853458,40879.213,50.11%,172968429604,0.00,62.88%,246039827661,2557.671,75.36%,145085,0.002,96157.183355,999.588,17084,0.178,0,0.000,148,0.002,2118711,0.022,2119047,0.022,96196.814268,3.392,28.357353633
svm746,6775884,48580835268,0,23958709293,23489890476,237.158,75.17%,696107277,2.96%,75.07%,2440038634,24.635,75.18%,2627002398599076,469.790,75.00%,559186677302575,5645643.303,50.34%,1941192123530823,19598.604,50.76%,174443440678,0.00,63.27%,253645535871,2560.848,75.53%,144850,0.001,99007.410072,999.596,18914,0.191,0,0.000,148,0.001,3196431,0.032,3196765,0.032,99047.468515,3.108,31.869892796
svm747,6241024,48580835268,0,24380479928,22806565048,276.165,75.24%,705573951,3.09%,75.32%,2030392399,24.586,75.51%,2049754246425962,242.999,75.53%,843522643580455,10214244.407,50.05%,2805977648041586,33977.679,50.16%,172889300340,0.00,62.72%,211212419260,2557.578,75.11%,139578,0.002,82544.004052,999.528,16421,0.199,0,0.000,148,0.002,2550169,0.031,2550492,0.031,82582.970406,3.430,24.077840015
svm748,7377560,48580835268,0,24347196004,24736594138,255.400,75.35%,712237749,2.88%,75.48%,2385448673,24.629,75.35%,1308685968698135,53678877.428,75.28%,2437990568,25.172,50.04%,5052529595269992,52166.209,50.14%,181593189726,0.00,62.73%,247731976123,2557.776,75.15%,148081,0.002,96813.837704,999.581,18544,0.191,0,0.000,149,0.002,4878617,0.050,4878939,0.050,96854.452738,3.106,31.184742888
svm749,5402396,48580835268,0,23277416971,23357372218,227.583,75.00%,700492297,3.00%,75.03%,2526226565,24.614,75.17%,1493068993720212,268.063,75.41%,556984851232513,5426983.732,50.54%,3632705801190708,35395.281,50.37%,173260033958,0.00,62.96%,262917882245,2561.741,75.20%,147908,0.001,102591.939911,999.605,17320,0.169,0,0.000,148,0.001,1350941,0.013,1351299,0.013,102632.489557,3.596,28.539700415
svm750,5910228,48580835268,0,25092268551,22994090492,289.308,75.28%,708729165,3.08%,75.47%,1956011591,24.610,75.51%,2431340979264209,431.914,75.25%,562922692998392,7082609.068,50.00%,1952819519371257,24570.083,50.45%,173873223456,0.00,63.26%,203005881634,2554.190,75.50%,137191,0.002,79442.709461,999.536,15795,0.199,0,0.000,150,0.002,1588337,0.020,1588634,0.020,79479.565731,3.856,20.614543948
svm751,6867992,48580835268,0,24227154185,22840996156,263.846,75.50%,705142692,3.09%,75.27%,2130075752,24.605,75.40%,2803540533225979,331.198,75.30%,846483861389389,9778078.053,49.88%,1670683573527242,19298.743,50.55%,173514722599,0.00,63.19%,221123423273,2554.286,75.52%,139945,0.002,86530.017693,999.543,17513,0.202,0,0.000,150,0.002,2467543,0.029,2467853,0.029,86569.554546,3.202,27.039853366
svm752,5294504,48580835268,0,23747647838,23347545423,237.125,75.11%,701276294,3.00%,75.09%,2426425481,24.644,75.09%,2994987247532394,125566366.838,75.19%,2385182691,24.225,50.52%,2220015381152350,22547.170,50.72%,173117351760,0.00,63.18%,251947827403,2558.861,75.28%,146745,0.001,98421.022271,999.595,16975,0.172,0,0.000,148,0.002,1855364,0.019,1855686,0.019,98460.930284,3.976,24.761491684
svm753,5872668,48580835268,0,24125012556,23469347885,266.407,75.19%,701554643,2.99%,75.09%,2166803702,24.596,75.15%,1868936263668564,79982823.283,75.30%,2336672034,26.524,50.46%,3615650390023570,41042.287,50.60%,174918159381,0.00,63.08%,225617620907,2561.050,75.20%,139232,0.002,88057.999120,999.572,15579,0.177,0,0.000,149,0.002,1402409,0.016,1402713,0.016,88095.733637,3.825,23.031535893
svm754,5525804,48580835268,0,23599295412,22822194207,291.669,75.27%,706282831,3.09%,75.32%,1922142685,24.565,75.17%,2624311936158386,312.759,75.08%,839084011171126,10723559.537,50.32%,1670749325148802,21352.308,50.55%,172449413084,0.00,63.07%,199972149422,2555.660,75.40%,138250,0.002,78209.725566,999.526,16077,0.205,0,0.000,148,0.002,1171121,0.015,1171441,0.015,78246.780677,3.870,20.216994770
svm755,6097808,48580835268,0,23847444556,23418797503,243.830,75.40%,692143822,2.96%,75.28%,2362604094,24.599,75.30%,1875011119395574,79739530.213,75.06%,2351419822,24.482,50.09%,3619238812036046,37682.522,50.55%,173181082808,0.00,63.08%,245786176022,2559.058,75.45%,143859,0.001,96006.194853,999.590,17963,0.187,0,0.000,148,0.002,2507822,0.026,2508161,0.026,96045.556789,3.360,28.583622172
svm756,7294368,48580835268,0,23595717484,23329254273,258.721,75.20%,705523725,3.02%,75.21%,2220822426,24.629,75.06%,2431008876802945,870.777,75.26%,279177074603467,3096067.677,50.41%,2510040268410821,27836.292,50.47%,174972296441,0.00,62.97%,230760761134,2559.132,75.32%,143099,0.002,90132.024321,999.562,18485,0.205,0,0.000,147,0.002,2943016,0.033,2943351,0.033,90171.502591,3.207,28.118120155
svm757,7429580,48580835268,0,23466638528,23452291743,248.356,75.24%,696093410,2.97%,75.04%,2325242792,24.624,75.05%,2433636728472005,871.749,75.18%,279167100813440,2956336.880,50.41%,2495467272695888,26426.617,50.76%,174508220697,0.00,63.45%,241490981800,2557.353,75.61%,146234,0.002,94389.264405,999.568,18837,0.199,0,0.000,148,0.002,3188605,0.034,3188958,0.034,94430.070771,3.026,31.202751831
svm758,6995424,48580835268,0,23822912271,22730784025,246.137,74.94%,686187435,3.02%,74.97%,2272972875,24.613,75.18%,1684233322727320,605.628,75.21%,278096812636851,3011333.252,50.61%,3602247659723603,39006.445,50.79%,171279266616,0.00,63.21%,236468525050,2560.567,75.27%,142848,0.002,92310.745440,999.574,17598,0.191,0,0.000,148,0.002,2931252,0.032,2931575,0.032,92350.062028,3.065,30.132279560
svm759,4763936,48634235667,0,23592950374,29899922908,177.616,75.17%,832301662,2.78%,75.05%,4158241662,24.701,74.98%,2437121511596300,435.215,75.07%,559980458738455,3326487.793,50.27%,2511050002323221,14916.551,50.45%,206386528052,0.00,62.98%,432525430961,2569.359,75.30%,172187,0.001,168289.029680,999.698,18925,0.112,0,0.000,149,0.001,1284319,0.008,1284695,0.008,168339.850811,5.329,31.588952410
svm760,7174464,48580835268,0,23952640440,23019579018,263.943,75.43%,701786734,3.05%,75.45%,2144153391,24.585,75.31%,1682788449170721,149.464,75.27%,1125880103744492,12909359.923,50.00%,2802063211582804,32128.503,50.23%,174045170316,0.00,62.90%,223006203663,2556.993,75.33%,140429,0.002,87175.269372,999.553,18049,0.207,0,0.000,148,0.002,2593307,0.030,2593617,0.030,87214.246910,3.150,27.691061441
svm761,4689272,54027603312,0,54330165139,33963318130,207.840,75.21%,789870154,2.33%,74.86%,4037869816,24.710,74.87%,2621587777518868,468.366,75.16%,559731087673433,3425291.796,50.29%,1671554379701220,10229.129,50.53%,379036653483,0.00,63.00%,419700736175,2568.372,75.31%,173348,0.001,163362.129822,999.700,23383,0.143,0,0.000,148,0.001,2434443,0.015,2434808,0.015,163411.213138,3.051,53.563490014
svm762,7318484,48580835268,0,24211230422,23192729308,275.287,75.24%,696686226,3.00%,75.23%,2072171582,24.596,75.34%,2244982621576802,400.497,75.23%,560548723402741,6653443.306,50.21%,2228764280042431,26454.358,50.52%,174243620467,0.00,63.10%,215382155823,2556.482,75.34%,139172,0.002,84211.784130,999.553,15822,0.188,0,0.000,147,0.002,3095238,0.037,3095587,0.037,84249.417575,3.141,26.825860165
svm763,5520536,48580835268,0,23501949638,22909965562,279.322,75.22%,709186471,3.10%,74.81%,2012901577,24.542,75.12%,1866325675596602,671.528,75.41%,277922052204603,3388471.244,50.64%,3321913104775520,40501.309,50.84%,172803333749,0.00,63.29%,209592189974,2555.382,75.66%,138150,0.002,81983.419608,999.555,14982,0.183,0,0.000,148,0.002,1223381,0.015,1223732,0.015,82019.893982,3.901,21.024875174
svm764,4967712,48580835268,0,23423829766,23624064020,250.658,74.95%,710223713,3.01%,74.75%,2318766438,24.603,74.99%,1495435889130520,539.839,75.29%,277015148936600,2939207.127,50.81%,3873034896790629,41093.968,50.88%,174274529348,0.00,63.31%,241210094602,2559.306,75.26%,147404,0.002,94206.520408,999.557,16513,0.175,0,0.000,148,0.002,1163944,0.012,1164272,0.012,94248.257086,4.047,23.285881386
svm765,6090076,48580835268,0,23772158905,23465123037,246.069,75.30%,713349671,3.04%,75.58%,2345193209,24.593,75.59%,2801293337103351,993.738,75.36%,281894499131766,2956111.821,49.93%,2246816858924746,23561.445,50.12%,175130765261,0.00,62.79%,244184318241,2560.661,75.22%,142447,0.001,95320.256192,999.584,18439,0.193,0,0.000,149,0.002,2020109,0.021,2020426,0.021,95359.890358,3.519,27.096570876
svm766,6137468,48580835268,0,23811672340,22985036386,283.299,75.35%,700385175,3.05%,75.47%,1995801061,24.599,75.73%,929531961412364,39268092.668,75.70%,2367143139,29.176,49.86%,5356937792385452,66026.139,49.92%,174655793693,0.00,62.55%,207432618104,2556.680,75.14%,137084,0.002,81097.368474,999.554,16617,0.205,0,0.000,149,0.002,1543438,0.019,1543738,0.019,81133.591180,3.744,21.670068578
svm767,7337504,48580835268,0,23932594393,23413872756,254.482,75.02%,702486171,3.00%,75.00%,2264960907,24.618,75.22%,1866953796128360,77799497.984,75.38%,2399699027,26.082,50.50%,3619770639434229,39342.783,50.55%,175524703392,0.00,63.09%,235441050371,2558.976,75.17%,142485,0.002,91966.859243,999.575,18312,0.199,0,0.000,148,0.002,3663764,0.040,3664097,0.040,92005.963727,3.008,30.583674712
svm768,6263980,48580835268,0,23923966191,22750077631,282.762,75.28%,700572962,3.08%,75.62%,1978648510,24.593,75.68%,1492746017021630,62377264.523,75.42%,2393093106,29.744,49.82%,4509489381879828,56048.662,49.94%,173015191722,0.00,62.73%,205582439783,2555.194,75.10%,139633,0.002,80417.582627,999.514,17132,0.213,0,0.000,148,0.002,1984972,0.025,1985281,0.025,80456.681665,3.511,22.916068932
svm769,7529196,48580835268,0,24355669460,23458424174,248.864,75.20%,690283071,2.94%,75.10%,2321750862,24.631,75.12%,1679864228051707,70664331.264,75.40%,2377244924,25.220,50.46%,4180094692361946,44345.469,50.51%,174238737115,0.00,63.03%,241105704860,2557.824,75.45%,143214,0.002,94221.521207,999.570,19211,0.204,0,0.000,148,0.002,3970803,0.042,3971172,0.042,94262.046558,2.996,31.462892119
svm770,6852264,48580835268,0,24247186472,23104983541,256.860,75.08%,698681571,3.02%,74.87%,2212877700,24.601,74.95%,2803214073462061,505.526,75.31%,554514115840386,6164580.782,50.76%,1938148932609830,21546.567,50.84%,173519941319,0.00,63.38%,230071792462,2557.728,75.52%,141789,0.002,89912.163397,999.561,18621,0.207,0,0.000,148,0.002,3482995,0.039,3483327,0.039,89951.634260,3.086,29.151721650
svm771,6223312,48580835268,0,23764270518,22617872622,269.188,75.39%,703693048,3.11%,75.20%,2068322700,24.616,75.13%,2990348859214576,355.707,75.30%,840678656503016,10005401.387,50.22%,1113267762998250,13249.642,50.58%,172358322440,0.00,63.01%,214851950015,2557.077,75.23%,140188,0.002,83983.716527,999.539,16690,0.199,0,0.000,148,0.002,1742808,0.021,1743162,0.021,84022.481860,3.476,24.171543182
svm772,6618960,48580835268,0,23528578430,22434871129,269.088,75.28%,688169855,3.07%,75.42%,2051091349,24.601,75.30%,2240214553837876,95110665.482,75.39%,2355376805,28.251,50.23%,3084865785495249,37000.393,50.19%,171969060744,0.00,62.70%,213132110408,2556.342,75.01%,140794,0.002,83335.285794,999.537,16832,0.202,0,0.000,148,0.002,1755635,0.021,1755940,0.021,83373.865136,3.460,24.099252700
svm773,5772548,48580835268,0,23701580243,23896512712,239.931,75.10%,707015686,2.96%,75.09%,2454255086,24.642,75.23%,1684453854517666,602.881,75.20%,279400568192572,2805300.630,50.37%,3907246646413638,39230.419,50.43%,176505706972,0.00,62.94%,255071628157,2561.028,75.14%,147029,0.001,99557.141693,999.596,17979,0.181,0,0.000,148,0.001,2603292,0.026,2603631,0.026,99597.371191,3.408,29.222866590
svm774,7701548,48580835268,0,23628809632,22303645114,274.860,75.37%,693630880,3.11%,75.66%,1992572059,24.556,75.48%,1497583765660427,62440768.239,75.18%,2398407015,29.557,50.13%,4199259713928154,51749.861,50.27%,171577609610,0.00,62.78%,207473046748,2556.808,75.04%,138653,0.002,81107.205386,999.530,16881,0.208,0,0.000,148,0.002,2208689,0.027,2209037,0.027,81145.332733,3.252,24.952680387
svm775,6669988,48580835268,0,24031183284,22554219628,261.812,75.16%,689655844,3.06%,75.21%,2118359106,24.590,75.41%,1869412254431966,166.859,75.28%,1120354356944699,13005185.715,50.25%,2791121871860829,32399.623,50.43%,170907384481,0.00,62.90%,220406176513,2558.497,75.35%,140985,0.002,86108.062338,999.551,17310,0.201,0,0.000,148,0.002,2170237,0.025,2170586,0.025,86146.740346,3.436,25.068583367
svm776,5070620,48580835268,0,23255997132,23676173742,248.911,75.25%,701423770,2.96%,75.47%,2343543272,24.638,75.34%,1684694274094351,71641700.752,75.19%,2351555388,24.722,50.01%,3646453058064344,38335.649,50.18%,173847820071,0.00,62.84%,243412425403,2559.027,75.19%,145697,0.002,95080.501889,999.594,14936,0.157,0,0.000,151,0.002,1052259,0.011,1052584,0.011,95119.115490,4.290,22.170574464
svm777,6562644,48580835268,0,23834796691,22683165253,248.296,75.04%,691290531,3.05%,75.33%,2245423316,24.579,75.42%,1494384559160982,63598687.500,75.34%,2349709747,25.721,50.33%,4753017758767088,52027.705,50.34%,172258068704,0.00,62.86%,233628455498,2557.355,75.02%,141873,0.002,91316.610866,999.574,16398,0.179,0,0.000,149,0.002,2197935,0.024,2198293,0.024,91355.513825,3.253,28.085629379
svm778,6462620,48580835268,0,23433824494,22488330704,273.070,75.09%,694352049,3.09%,74.99%,2024624645,24.585,75.09%,1680777338794124,70812544.670,75.36%,2373558734,28.822,50.68%,3887906880112328,47209.895,50.68%,171871130884,0.00,63.11%,210365359791,2554.415,75.35%,138917,0.002,82315.395978,999.536,16264,0.197,0,0.000,149,0.002,1711521,0.021,1711834,0.021,82353.644415,3.494,23.573266413
svm779,5451768,48580835268,0,24039112984,23693032819,252.615,75.02%,706018102,2.98%,75.22%,2308741921,24.616,75.36%,2056083236487482,735.307,75.29%,279622446873841,2981337.357,50.33%,3348502791948959,35701.771,50.44%,175629716499,0.00,62.84%,240073327272,2559.664,75.04%,141091,0.002,93752.433089,999.589,16392,0.175,0,0.000,148,0.002,1464798,0.016,1465127,0.016,93790.944607,3.846,24.384433608
